animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size,age_group
A1926791,2025-07-28,2025-08-02,LCOM,STRAY,SMALL,JUVENILE
A1926810,2025-07-29,2025-08-05,LCOM,STRAY,MED,JUVENILE
A1926819,2025-07-29,2025-08-03,LCOM,STRAY,SMALL,JUVENILE
A1919901,2025-07-29,2025-08-16,TRAN,OTH,PUPPY,JUVENILE
A1925936,2025-07-29,2025-07-30,LCOM,RET,MED,YOUNG
A1926848,2025-07-29,2025-07-31,LCOM,OTH,MED,JUVENILE
A1923613,2025-07-29,2025-08-02,LCOM,RET,_UNKNOWN_,YOUNG
A1924232,2025-07-29,2025-07-29,LCOM,RET,LARGE,JUVENILE
A1926851,2025-08-02,2025-08-20,NONL,STRAY,LARGE,YOUNG
A1924144,2025-07-29,2025-08-02,LCOM,STRAY,SMALL,ADULT
A1771589,2025-07-29,2025-08-24,TRAN,STRAY,SMALL,ADULT
A1917673,2025-07-29,2025-07-29,LCOM,RET,LARGE,YOUNG
A1926863,2025-07-29,2025-07-30,LCOM,STRAY,LARGE,JUVENILE
A1880978,2025-07-29,2025-08-07,LCOM,RET,LARGE,YOUNG
A1926885,2025-07-29,2025-08-01,LCOM,STRAY,SMALL,SENIOR
A1926887,2025-07-29,2025-07-30,LCOM,STRAY,MED,YOUNG
A1926886,2025-07-29,2025-07-30,LCOM,STRAY,MED,YOUNG
A1913600,2025-07-29,,INC,RET,LARGE,YOUNG
A1788407,2025-07-29,2025-08-01,LCOM,OTH,SMALL,ADULT
A1926889,2025-07-29,2025-08-16,NONL,STRAY,MED,ADULT
A1926891,2025-07-29,2025-08-07,LCOM,STRAY,LARGE,YOUNG
A1906030,2025-07-29,2025-08-07,LCOM,STRAY,SMALL,YOUNG
A1902001,2025-07-30,,INC,RET,LARGE,ADULT
A1926392,2025-07-30,2025-07-30,LCOM,RET,MED,JUVENILE
A1924505,2025-07-30,2025-08-03,LCOM,RET,LARGE,YOUNG
A1926186,2025-07-30,2025-08-04,LCOM,RET,LARGE,YOUNG
A1926943,2025-07-30,2025-08-05,LCOM,STRAY,SMALL,YOUNG
A1926979,2025-07-30,2025-08-25,LCOM,STRAY,SMALL,YOUNG
A1926990,2025-07-30,2025-08-03,LCOM,STRAY,MED,JUVENILE
A1875970,2025-07-30,,INC,OWNER,LARGE,ADULT
A1926995,2025-07-30,2025-09-17,NONL,OWNER,LARGE,YOUNG
A1927008,2025-07-30,2025-08-10,LCOM,STRAY,MED,YOUNG
A1800456,2025-07-31,2025-08-08,LCOM,STRAY,LARGE,ADULT
A1926321,2025-07-31,2025-07-31,TRAN,RET,SMALL,ADULT
A1864747,2025-07-31,2025-08-24,TRAN,OTH,LARGE,ADULT
A1926462,2025-07-31,2025-08-01,LCOM,RET,PUPPY,JUVENILE
A1927080,2025-07-31,2025-08-06,LCOM,STRAY,LARGE,YOUNG
A1927106,2025-07-31,2025-08-06,LCOM,STRAY,SMALL,YOUNG
A1927115,2025-07-31,2025-08-05,LCOM,STRAY,SMALL,JUVENILE
A1925857,2025-07-31,,INC,RET,LARGE,YOUNG
A1927148,2025-07-31,2025-08-02,LCOM,STRAY,SMALL,SENIOR
A1920623,2025-07-31,2025-08-11,LCOM,RET,LARGE,YOUNG
A1927178,2025-07-31,2025-08-27,LCOM,STRAY,LARGE,YOUNG
A1927179,2025-07-31,2025-08-04,LCOM,STRAY,MED,JUVENILE
A1927180,2025-07-31,2025-08-05,LCOM,STRAY,MED,JUVENILE
A1861866,2025-07-31,2025-08-08,LCOM,OTH,LARGE,ADULT
A1861867,2025-07-31,2025-08-08,LCOM,OTH,LARGE,ADULT
A1927186,2025-07-31,2025-08-05,LCOM,STRAY,SMALL,YOUNG
A1900081,2025-07-31,2025-08-01,LCOM,OTH,MED,ADULT
A1900082,2025-07-31,2025-08-01,LCOM,OTH,LARGE,ADULT
A1927221,2025-08-01,2025-08-21,TRAN,STRAY,MED,JUVENILE
A1927224,2025-08-01,2025-08-06,LCOM,STRAY,PUPPY,JUVENILE
A1917916,2025-08-01,2025-08-01,LCOM,RET,MED,YOUNG
A1927229,2025-08-01,2025-08-06,LCOM,STRAY,SMALL,JUVENILE
A1927230,2025-08-01,2025-08-08,LCOM,STRAY,SMALL,JUVENILE
A1918993,2025-08-01,2025-08-03,LCOM,RET,PUPPY,JUVENILE
A1918994,2025-08-01,2025-08-02,LCOM,RET,PUPPY,JUVENILE
A1919026,2025-08-01,2025-08-02,LCOM,RET,PUPPY,JUVENILE
A1919027,2025-08-01,2025-08-03,LCOM,RET,PUPPY,JUVENILE
A1919717,2025-08-01,2025-08-02,LCOM,RET,PUPPY,JUVENILE
A1919718,2025-08-01,2025-08-02,LCOM,RET,PUPPY,JUVENILE
A1927239,2025-08-01,2025-08-07,LCOM,STRAY,SMALL,JUVENILE
A1926321,2025-08-01,2025-08-01,LCOM,RET,SMALL,ADULT
A1927258,2025-08-01,2025-08-08,TRAN,STRAY,LARGE,JUVENILE
A1852283,2025-08-01,2025-08-01,LCOM,RET,LARGE,YOUNG
A1927266,2025-08-01,2025-08-02,LCOM,OTH,MED,ADULT
A1927268,2025-08-01,2025-08-08,TRAN,STRAY,MED,ADULT
A1829687,2025-08-01,2025-08-03,LCOM,STRAY,_UNKNOWN_,YOUNG
A1927275,2025-08-01,2025-08-02,NONL,STRAY,MED,ADULT
A1927276,2025-08-02,2025-08-16,TRAN,STRAY,SMALL,ADULT
A1926507,2025-08-01,2025-08-15,TRAN,RET,SMALL,ADULT
A1927316,2025-08-02,2025-09-24,TRAN,STRAY,LARGE,YOUNG
A1927318,2025-08-02,2025-08-10,TRAN,STRAY,PUPPY,JUVENILE
A1927319,2025-08-02,2025-08-07,LCOM,STRAY,PUPPY,JUVENILE
A1927320,2025-08-02,2025-08-15,NONL,STRAY,MED,YOUNG
A1927322,2025-08-02,2025-08-06,LCOM,STRAY,SMALL,YOUNG
A1927323,2025-08-02,2025-08-08,TRAN,STRAY,SMALL,YOUNG
A1925494,2025-08-02,2025-08-02,TRAN,RET,MED,YOUNG
A1889419,2025-08-02,2025-08-05,NONL,OWNER,MED,YOUNG
A1927329,2025-08-02,2025-08-28,LCOM,STRAY,SMALL,YOUNG
A1927337,2025-08-02,2025-08-10,LCOM,STRAY,SMALL,JUVENILE
A1927338,2025-08-02,2025-08-07,LCOM,STRAY,SMALL,JUVENILE
A1760514,2025-08-02,2025-09-05,LCOM,OTH,MED,ADULT
A1927348,2025-08-02,2025-08-13,LCOM,STRAY,SMALL,ADULT
A1927349,2025-08-02,2025-09-28,NONL,STRAY,MED,JUVENILE
A1904593,2025-08-02,2025-09-28,TRAN,RET,LARGE,ADULT
A1927375,2025-08-02,2025-08-05,LCOM,STRAY,MED,YOUNG
A1927376,2025-08-02,2025-08-06,LCOM,OTH,LARGE,YOUNG
A1927404,2025-08-03,2025-10-02,TRAN,STRAY,LARGE,YOUNG
A1927407,2025-08-03,2025-09-15,TRAN,STRAY,LARGE,YOUNG
A1923984,2025-08-03,2025-08-25,LCOM,RET,MED,JUVENILE
