animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size,age_group
A1651029,2019-09-13,2019-09-27,LCOM,STRAY,MED,YOUNG
A1651053,2019-09-13,2019-09-24,LCOM,STRAY,MED,ADULT
A1651132,2019-09-14,2019-09-21,LCOM,STRAY,SMALL,ADULT
A0941227,2019-09-14,2019-09-26,TRAN,STRAY,SMALL,SENIOR
A1651135,2019-09-14,2019-09-15,TRAN,STRAY,PUPPY,JUVENILE
A1651137,2019-09-14,2019-09-21,LCOM,STRAY,MED,ADULT
A1651138,2019-09-14,2019-09-21,LCOM,STRAY,SMALL,ADULT
A1651141,2019-09-14,2019-09-19,LCOM,STRAY,MED,ADULT
A1651143,2019-09-14,2019-09-15,LCOM,STRAY,LARGE,YOUNG
A1651145,2019-09-14,2019-09-19,LCOM,STRAY,SMALL,YOUNG
A1651154,2019-09-14,2019-09-14,LCOM,STRAY,LARGE,ADULT
A1650159,2019-09-14,2019-09-14,LCOM,RET,PUPPY,JUVENILE
A1539930,2019-09-14,2019-09-16,LCOM,OWNER,MED,SENIOR
A1650249,2019-09-14,2019-09-17,LCOM,RET,LARGE,JUVENILE
A1651183,2019-09-14,2019-09-22,LCOM,STRAY,LARGE,JUVENILE
A1651185,2019-09-14,2019-09-15,LCOM,STRAY,MED,SENIOR
A1651179,2019-09-14,2019-09-17,LCOM,STRAY,LARGE,YOUNG
A1651180,2019-09-14,2019-09-17,LCOM,STRAY,LARGE,JUVENILE
A1430112,2019-09-15,2019-09-15,LCOM,STRAY,LARGE,SENIOR
A1651213,2019-09-15,2019-10-04,TRAN,STRAY,MED,ADULT
A1641919,2019-09-15,2019-09-15,LCOM,RET,SMALL,ADULT
A1651214,2019-09-15,2019-09-22,LCOM,STRAY,PUPPY,JUVENILE
A1651221,2019-09-15,2019-09-16,LCOM,STRAY,MED,YOUNG
A1651222,2019-09-15,2019-09-16,LCOM,STRAY,MED,ADULT
A1651229,2019-09-15,2019-12-27,LCOM,STRAY,LARGE,YOUNG
A1651231,2019-09-15,2019-09-17,NONL,OTH,MED,SENIOR
A1612499,2019-09-15,2019-09-15,LCOM,STRAY,LARGE,YOUNG
A1651244,2019-09-15,2019-09-20,LCOM,STRAY,LARGE,JUVENILE
A1614329,2019-09-15,2019-10-01,LCOM,RET,LARGE,ADULT
A1651256,2019-09-15,2019-09-20,LCOM,STRAY,PUPPY,JUVENILE
A1651260,2019-09-15,2019-09-20,LCOM,STRAY,LARGE,JUVENILE
A1651262,2019-09-15,2019-09-19,LCOM,STRAY,MED,YOUNG
A1618533,2019-09-15,2019-09-18,LCOM,OTH,LARGE,ADULT
A1645656,2019-08-05,2019-08-05,TRAN,STRAY,PUPPY,JUVENILE
A1645657,2019-08-05,2019-08-05,TRAN,STRAY,PUPPY,JUVENILE
A1645658,2019-08-05,2019-08-05,TRAN,STRAY,PUPPY,JUVENILE
A1645659,2019-08-05,2019-08-05,TRAN,STRAY,PUPPY,JUVENILE
A1645660,2019-08-05,2019-08-05,TRAN,STRAY,PUPPY,JUVENILE
A1651267,2019-09-15,2019-09-16,LCOM,OTH,LARGE,ADULT
A1651285,2019-09-16,2019-09-22,LCOM,STRAY,LARGE,ADULT
A1651293,2019-09-16,2019-09-20,TRAN,STRAY,SMALL,SENIOR
A1651294,2019-09-16,2019-09-21,LCOM,STRAY,MED,JUVENILE
A1651307,2019-09-16,2019-09-21,LCOM,STRAY,PUPPY,JUVENILE
A1651250,2019-09-15,2019-09-21,LCOM,STRAY,LARGE,YOUNG
A1651310,2019-09-15,2019-09-20,LCOM,STRAY,PUPPY,JUVENILE
A0945221,2019-09-16,2019-09-21,LCOM,RET,SMALL,SENIOR
A1651318,2019-09-16,2019-09-21,LCOM,STRAY,MED,YOUNG
A1651319,2019-09-16,2019-10-18,LCOM,STRAY,MED,YOUNG
A1651320,2019-09-16,2019-09-21,LCOM,STRAY,MED,YOUNG
A1651321,2019-09-16,2019-09-27,TRAN,STRAY,LARGE,ADULT
A1651324,2019-09-16,2019-10-04,NONL,STRAY,LARGE,ADULT
A1633755,2019-09-16,2019-11-22,TRAN,OTH,MED,ADULT
A1379566,2019-09-16,2019-10-02,LCOM,OWNER,MED,ADULT
A1651336,2019-09-16,2019-09-21,LCOM,STRAY,MED,YOUNG
A1651337,2019-09-16,2019-09-21,LCOM,STRAY,PUPPY,JUVENILE
A1651344,2019-09-16,2019-09-17,LCOM,STRAY,MED,ADULT
A1104216,2019-09-16,2019-09-17,LCOM,STRAY,SMALL,SENIOR
A1651352,2019-09-16,2019-09-17,LCOM,STRAY,MED,YOUNG
A1651358,2019-09-16,2019-09-17,LCOM,STRAY,LARGE,JUVENILE
A1651393,2019-09-16,2019-09-29,LCOM,OTH,LARGE,JUVENILE
A1644936,2019-09-16,2019-11-12,TRAN,OTH,SMALL,YOUNG
A1651407,2019-09-17,2019-09-21,TRAN,STRAY,SMALL,YOUNG
A1651408,2019-09-17,2019-09-21,TRAN,STRAY,SMALL,YOUNG
A1651431,2019-09-17,2019-09-22,TRAN,STRAY,SMALL,JUVENILE
A1343035,2019-09-17,2019-09-18,LCOM,OTH,LARGE,ADULT
A1651466,2019-09-17,2019-09-18,LCOM,STRAY,LARGE,YOUNG
A1651473,2019-09-17,2019-09-18,LCOM,OTH,LARGE,ADULT
A1651482,2019-09-17,2019-09-27,TRAN,STRAY,SMALL,ADULT
A1651474,2019-09-17,2019-09-18,LCOM,OTH,LARGE,SENIOR
A1651484,2019-09-17,2019-09-17,LCOM,STRAY,LARGE,YOUNG
A1651485,2019-09-17,2019-09-21,NONL,STRAY,LARGE,SENIOR
A1651511,2019-09-17,2019-11-27,NONL,OTH,LARGE,YOUNG
A1651528,2019-09-17,2019-09-21,LCOM,STRAY,MED,YOUNG
A0953532,2019-09-17,2019-09-18,LCOM,STRAY,MED,SENIOR
A1651533,2019-09-17,2019-09-25,LCOM,STRAY,MED,ADULT
A1651538,2019-09-17,2019-10-11,LCOM,STRAY,LARGE,YOUNG
A1651541,2019-09-17,2019-09-21,LCOM,STRAY,LARGE,ADULT
A1572539,2019-09-17,2019-09-18,LCOM,STRAY,MED,SENIOR
A1651570,2019-09-17,2019-09-21,LCOM,STRAY,SMALL,JUVENILE
A1651579,2019-09-17,2019-09-27,LCOM,STRAY,MED,YOUNG
A1651593,2019-09-17,2019-09-23,LCOM,OTH,LARGE,JUVENILE
A1651597,2019-09-17,2019-09-18,LCOM,STRAY,LARGE,YOUNG
A1651598,2019-09-17,2019-10-22,LCOM,STRAY,LARGE,YOUNG
A1650033,2019-09-18,2019-09-18,LCOM,RET,SMALL,ADULT
A1476790,2019-09-18,2019-10-01,LCOM,OWNER,MED,ADULT
A1651636,2019-09-18,2019-11-04,LCOM,STRAY,LARGE,YOUNG
A1618533,2019-09-18,2019-09-27,LCOM,OWNER,LARGE,ADULT
A1343035,2019-09-18,2020-01-14,TRAN,OWNER,LARGE,ADULT
A1651649,2019-09-18,2019-10-09,LCOM,STRAY,SMALL,YOUNG
A1651652,2019-09-18,2019-10-12,LCOM,STRAY,SMALL,YOUNG
A1651705,2019-09-18,2019-11-12,TRAN,OTH,MED,ADULT
A1651653,2019-09-18,2019-09-23,LCOM,STRAY,SMALL,ADULT
A1651715,2019-09-19,2019-09-20,LCOM,OTH,LARGE,YOUNG
A1651740,2019-09-19,2019-09-20,NONL,OTH,SMALL,YOUNG
A1651741,2019-09-19,2019-09-25,LCOM,STRAY,SMALL,JUVENILE
A1651742,2019-09-19,2019-09-25,LCOM,STRAY,MED,YOUNG
A1650607,2019-09-19,2019-09-24,LCOM,RET,SMALL,YOUNG
A1651783,2019-09-19,2019-09-21,LCOM,OTH,LARGE,YOUNG
A1651790,2019-09-19,2019-09-25,LCOM,STRAY,LARGE,YOUNG
A1651791,2019-09-19,2019-09-19,LCOM,STRAY,SMALL,SENIOR
A1651792,2019-09-19,2019-10-23,LCOM,OTH,MED,ADULT
A1651795,2019-09-19,2019-09-27,TRAN,STRAY,SMALL,SENIOR
A1595811,2019-09-19,2019-10-17,LCOM,OWNER,LARGE,YOUNG
A1651796,2019-09-19,2019-10-10,LCOM,STRAY,LARGE,ADULT
A1486708,2019-09-19,2019-09-25,LCOM,STRAY,SMALL,ADULT
A1650750,2019-09-19,2019-09-21,LCOM,RET,MED,YOUNG
A1651801,2019-09-19,2019-09-20,LCOM,STRAY,LARGE,JUVENILE
A1651811,2019-09-18,2019-09-28,LCOM,STRAY,SMALL,ADULT
A1651850,2019-09-20,2019-09-22,TRAN,STRAY,LARGE,ADULT
A1651883,2019-09-20,2019-09-25,LCOM,STRAY,LARGE,YOUNG
A1651894,2019-09-20,2019-09-21,LCOM,STRAY,MED,JUVENILE
A1644939,2019-09-20,2019-09-21,LCOM,STRAY,MED,YOUNG
A1651918,2019-09-20,2019-09-25,LCOM,STRAY,LARGE,JUVENILE
A1651921,2019-09-20,2019-09-25,LCOM,STRAY,MED,YOUNG
A1646797,2019-09-20,2019-09-21,LCOM,RET,SMALL,YOUNG
A1646798,2019-09-20,2019-09-21,LCOM,RET,PUPPY,JUVENILE
A1646799,2019-09-20,2019-09-21,LCOM,RET,PUPPY,JUVENILE
A1646800,2019-09-20,2019-09-21,LCOM,RET,PUPPY,JUVENILE
A1646801,2019-09-20,2019-09-21,LCOM,RET,PUPPY,JUVENILE
A1650249,2019-09-20,2019-09-21,LCOM,RET,LARGE,JUVENILE
A1651942,2019-09-20,2019-09-21,LCOM,STRAY,SMALL,ADULT
A1025255,2019-09-20,2019-09-21,LCOM,STRAY,MED,SENIOR
A1651945,2019-09-20,2019-10-05,LCOM,STRAY,SMALL,ADULT
A1651950,2019-09-20,2019-10-07,LCOM,STRAY,LARGE,YOUNG
A1651949,2019-09-20,2019-09-30,LCOM,OTH,_UNKNOWN_,YOUNG
A1651951,2019-09-20,2019-09-28,LCOM,STRAY,MED,SENIOR
A1312121,2019-09-20,2019-10-07,LCOM,OTH,LARGE,ADULT
A1502659,2019-09-20,2019-09-21,LCOM,OWNER,MED,YOUNG
A1651952,2019-09-20,2019-09-25,LCOM,STRAY,MED,JUVENILE
A1562016,2019-09-20,2020-01-28,LCOM,OWNER,LARGE,YOUNG
A1300597,2019-09-20,2019-12-21,LCOM,OWNER,LARGE,ADULT
A1528857,2019-09-20,2020-01-26,TRAN,OWNER,MED,YOUNG
A1651955,2019-09-20,2020-04-18,LCOM,OTH,LARGE,YOUNG
A1612264,2019-09-21,2019-09-25,LCOM,STRAY,MED,YOUNG
A1651958,2019-09-21,2019-09-25,LCOM,STRAY,MED,JUVENILE
A1651991,2019-09-21,2019-09-21,NONL,STRAY,SMALL,YOUNG
A1652002,2019-09-21,2019-10-13,LCOM,STRAY,SMALL,ADULT
A1652025,2019-09-21,2019-09-29,LCOM,STRAY,LARGE,YOUNG
A1652026,2019-09-21,2019-09-22,TRAN,STRAY,LARGE,YOUNG
A0675359,2019-09-21,2019-09-21,LCOM,STRAY,MED,SENIOR
A1289776,2019-09-21,2019-09-30,LCOM,STRAY,LARGE,ADULT
A1652037,2019-09-21,2019-09-22,LCOM,STRAY,SMALL,SENIOR
A1652040,2019-09-21,2019-09-22,LCOM,STRAY,LARGE,YOUNG
A1630913,2019-09-22,2019-09-24,LCOM,OTH,SMALL,SENIOR
A1652070,2019-09-22,2019-09-27,LCOM,STRAY,SMALL,JUVENILE
A1626051,2019-09-22,2020-01-10,TRAN,OTH,LARGE,YOUNG
A1652072,2019-09-22,2019-09-23,LCOM,STRAY,SMALL,YOUNG
A1652073,2019-09-22,2019-10-01,TRAN,STRAY,SMALL,YOUNG
A1652077,2019-09-22,2019-09-27,LCOM,STRAY,MED,JUVENILE
A1652088,2019-09-22,2019-09-28,LCOM,STRAY,MED,YOUNG
A1652089,2019-09-22,2019-09-28,LCOM,STRAY,MED,ADULT
A1652090,2019-09-22,2019-09-23,LCOM,STRAY,SMALL,YOUNG
A1652101,2019-09-22,2019-09-30,LCOM,STRAY,SMALL,JUVENILE
A1652102,2019-09-22,2019-10-27,LCOM,OTH,SMALL,YOUNG
A1652104,2019-09-22,2019-10-09,LCOM,STRAY,SMALL,SENIOR
A1652107,2019-09-22,2019-09-27,LCOM,STRAY,SMALL,YOUNG
A1652108,2019-09-22,2019-11-23,TRAN,STRAY,SMALL,YOUNG
A1619469,2019-09-22,2019-09-24,LCOM,OTH,SMALL,ADULT
A1652125,2019-09-22,2019-09-27,LCOM,STRAY,SMALL,JUVENILE
A1652147,2019-09-23,2019-09-23,LCOM,STRAY,MED,SENIOR
A1652159,2019-09-23,2019-10-07,TRAN,STRAY,SMALL,YOUNG
A1652168,2019-09-23,2019-11-03,LCOM,STRAY,LARGE,YOUNG
A1652175,2019-09-23,2019-10-02,LCOM,STRAY,MED,ADULT
A1652177,2019-09-23,2019-09-23,LCOM,STRAY,MED,JUVENILE
A1652178,2019-09-23,2019-09-23,LCOM,STRAY,MED,ADULT
A1652191,2019-09-23,2019-09-27,LCOM,STRAY,MED,ADULT
A1652201,2019-09-23,2019-09-28,LCOM,STRAY,LARGE,YOUNG
A1652203,2019-09-23,2019-09-28,LCOM,STRAY,MED,YOUNG
A1652204,2019-09-23,2019-09-28,LCOM,STRAY,PUPPY,JUVENILE
A1652221,2019-09-23,2019-09-28,LCOM,STRAY,PUPPY,JUVENILE
A1652222,2019-09-23,2019-10-01,LCOM,OWNER,LARGE,YOUNG
A1652223,2019-09-23,2019-10-11,TRAN,OWNER,LARGE,YOUNG
A1649227,2019-09-23,2019-11-23,TRAN,OTH,SMALL,ADULT
A1652238,2019-09-23,2019-09-24,LCOM,STRAY,LARGE,JUVENILE
A1652251,2019-09-23,2019-09-29,LCOM,STRAY,MED,YOUNG
A1652256,2019-09-23,2019-09-29,LCOM,STRAY,SMALL,JUVENILE
A1652259,2019-09-23,2019-09-24,LCOM,STRAY,LARGE,JUVENILE
A1652277,2019-09-24,2019-09-28,LCOM,STRAY,MED,SENIOR
A1652279,2019-09-24,2019-10-02,LCOM,STRAY,PUPPY,JUVENILE
A1652280,2019-09-24,2019-09-28,LCOM,STRAY,MED,ADULT
A1617214,2019-09-24,2019-09-25,LCOM,STRAY,LARGE,YOUNG
A1630913,2019-09-24,2019-10-01,LCOM,OTH,SMALL,SENIOR
A1652307,2019-09-24,2019-10-02,LCOM,STRAY,SMALL,YOUNG
A1652309,2019-09-24,2019-10-01,LCOM,STRAY,PUPPY,JUVENILE
A1652313,2019-09-24,2019-10-11,TRAN,STRAY,SMALL,SENIOR
A1652314,2019-09-24,2019-10-11,TRAN,STRAY,SMALL,SENIOR
A1485963,2019-09-24,2019-09-25,LCOM,STRAY,MED,ADULT
A1652322,2019-09-24,2019-09-24,LCOM,STRAY,LARGE,ADULT
A1592793,2019-09-24,2019-09-25,LCOM,STRAY,LARGE,YOUNG
A1652352,2019-09-24,2019-10-04,LCOM,STRAY,MED,YOUNG
A1652353,2019-09-24,2019-09-26,LCOM,OWNER,LARGE,JUVENILE
A1651250,2019-09-24,2019-10-17,LCOM,RET,LARGE,YOUNG
A1652367,2019-09-24,2019-10-01,LCOM,STRAY,SMALL,YOUNG
A1652370,2019-09-24,2019-09-25,LCOM,STRAY,LARGE,ADULT
A1652382,2019-09-25,2019-10-27,LCOM,OTH,LARGE,YOUNG
A1592793,2019-09-25,2019-09-27,LCOM,OWNER,LARGE,YOUNG
A1617214,2019-09-25,2020-01-28,TRAN,OWNER,LARGE,YOUNG
A1652413,2019-09-25,2019-09-26,LCOM,OTH,SMALL,YOUNG
A1652415,2019-09-25,2019-09-26,LCOM,STRAY,LARGE,YOUNG
A1652423,2019-09-25,2019-09-28,LCOM,OTH,SMALL,YOUNG
A1629914,2019-09-25,2019-10-02,LCOM,OWNER,SMALL,YOUNG
A1652432,2019-09-25,2019-09-28,LCOM,OTH,SMALL,YOUNG
A1652434,2019-09-25,2019-10-05,LCOM,STRAY,SMALL,JUVENILE
A1650607,2019-09-25,2019-09-27,LCOM,RET,SMALL,YOUNG
A1643388,2019-09-25,2019-11-03,LCOM,OTH,MED,ADULT
A1652447,2019-09-25,2019-09-26,LCOM,STRAY,SMALL,JUVENILE
A1652370,2019-09-25,2020-12-30,TRAN,OWNER,LARGE,ADULT
A1652519,2019-09-25,2019-10-27,LCOM,STRAY,SMALL,ADULT
A1652623,2019-09-26,2019-10-02,LCOM,STRAY,MED,YOUNG
A1652627,2019-09-26,2019-09-26,LCOM,STRAY,SMALL,ADULT
A1650598,2019-09-26,2020-04-20,TRAN,RET,LARGE,YOUNG
A1651484,2019-09-26,2019-09-26,LCOM,STRAY,LARGE,YOUNG
A1651918,2019-09-26,2019-09-27,LCOM,RET,LARGE,YOUNG
A1652633,2019-09-26,2019-10-01,LCOM,STRAY,SMALL,YOUNG
A1652640,2019-09-26,2019-09-30,LCOM,STRAY,LARGE,YOUNG
A1652641,2019-09-26,2019-09-30,LCOM,STRAY,LARGE,YOUNG
A1652644,2019-09-26,2019-10-09,LCOM,STRAY,LARGE,YOUNG
A1652647,2019-09-26,2019-10-07,LCOM,STRAY,SMALL,YOUNG
A1647071,2019-09-26,2019-09-28,LCOM,RET,MED,ADULT
A1652654,2019-09-26,2019-10-03,LCOM,STRAY,SMALL,SENIOR
A1652655,2019-09-26,2019-10-01,LCOM,STRAY,SMALL,SENIOR
A1652656,2019-09-26,2019-10-25,LCOM,OTH,MED,YOUNG
A1652661,2019-09-26,2019-09-30,TRAN,STRAY,MED,JUVENILE
A1499766,2019-09-26,2019-10-04,LCOM,OTH,_UNKNOWN_,YOUNG
A1493074,2019-09-26,2019-10-07,LCOM,STRAY,MED,ADULT
A1652671,2019-09-26,2019-10-05,LCOM,STRAY,SMALL,YOUNG
A1652754,2019-09-26,2019-11-03,LCOM,STRAY,SMALL,SENIOR
A1621420,2019-09-26,2019-10-11,LCOM,OTH,SMALL,YOUNG
A1606002,2019-09-26,2020-02-09,TRAN,RET,LARGE,YOUNG
A1652763,2019-09-27,2019-09-28,LCOM,STRAY,MED,YOUNG
A1652842,2019-09-27,2019-09-28,LCOM,STRAY,LARGE,YOUNG
A1652875,2019-09-27,2019-09-28,LCOM,STRAY,LARGE,JUVENILE
A1652874,2019-09-27,2019-09-28,LCOM,STRAY,LARGE,YOUNG
A1652885,2019-09-27,2019-09-27,LCOM,OTH,MED,YOUNG
A1651918,2019-09-27,2019-09-28,LCOM,RET,LARGE,YOUNG
A1652968,2019-09-27,2019-10-02,LCOM,STRAY,SMALL,YOUNG
A1652971,2019-09-27,2019-10-02,LCOM,STRAY,PUPPY,JUVENILE
A1652973,2019-09-27,2019-10-02,LCOM,STRAY,MED,YOUNG
A1652975,2019-09-27,2019-10-15,LCOM,STRAY,SMALL,ADULT
A1652976,2019-09-27,2019-10-02,TRAN,STRAY,SMALL,YOUNG
A1652978,2019-09-27,2019-10-02,LCOM,STRAY,SMALL,ADULT
A1652979,2019-09-27,2019-10-03,LCOM,STRAY,SMALL,YOUNG
A1652980,2019-09-27,2019-10-04,TRAN,STRAY,SMALL,YOUNG
A1653268,2019-09-28,2019-10-01,LCOM,OTH,SMALL,ADULT
A0818395,2019-09-28,2019-10-03,NONL,OTH,SMALL,SENIOR
A1653269,2019-09-28,2019-09-29,LCOM,OTH,SMALL,YOUNG
A1653272,2019-09-28,2019-10-07,TRAN,STRAY,SMALL,JUVENILE
A1653275,2019-09-28,2019-10-11,TRAN,STRAY,MED,JUVENILE
A1641415,2019-09-28,2019-10-02,LCOM,RET,SMALL,YOUNG
A1653300,2019-09-28,2019-10-03,LCOM,STRAY,SMALL,YOUNG
A1653309,2019-09-28,2019-09-29,LCOM,STRAY,LARGE,JUVENILE
A1650750,2019-09-28,2019-10-04,TRAN,RET,MED,YOUNG
A1653315,2019-09-28,2019-10-04,LCOM,OWNER,LARGE,YOUNG
A1652088,2019-09-28,2019-09-28,LCOM,OWNER,MED,ADULT
A1652089,2019-09-28,2019-09-30,LCOM,OWNER,MED,ADULT
A1651579,2019-09-28,2019-09-29,LCOM,RET,MED,ADULT
A1653324,2019-09-28,2019-09-28,LCOM,STRAY,MED,SENIOR
A1653325,2019-09-28,2019-10-03,LCOM,STRAY,SMALL,ADULT
A1653337,2019-09-28,2019-10-03,LCOM,STRAY,LARGE,YOUNG
A1653354,2019-09-28,2019-10-03,LCOM,STRAY,MED,ADULT
A1652204,2019-09-28,2019-09-29,LCOM,RET,PUPPY,JUVENILE
A1653355,2019-09-28,2019-09-29,LCOM,STRAY,MED,YOUNG
A1652201,2019-09-29,2019-09-30,LCOM,RET,LARGE,YOUNG
A1653404,2019-09-29,2019-09-30,LCOM,STRAY,LARGE,ADULT
A0844757,2019-09-29,2019-09-30,LCOM,STRAY,LARGE,SENIOR
A1653424,2019-09-29,2019-10-05,LCOM,STRAY,LARGE,YOUNG
A1653428,2019-09-29,2019-10-02,LCOM,STRAY,SMALL,ADULT
A1653433,2019-09-29,2019-10-01,LCOM,STRAY,SMALL,YOUNG
A1651393,2019-09-29,2019-10-03,LCOM,OWNER,LARGE,JUVENILE
A1653453,2019-09-29,2019-10-05,LCOM,STRAY,LARGE,JUVENILE
A1653462,2019-09-29,2019-09-30,LCOM,STRAY,LARGE,YOUNG
A1653464,2019-09-29,2019-10-04,LCOM,STRAY,MED,JUVENILE
A1653465,2019-09-29,2019-10-04,LCOM,STRAY,LARGE,JUVENILE
A1615250,2019-09-30,2019-09-30,LCOM,STRAY,LARGE,SENIOR
A1653488,2019-09-30,2019-10-12,LCOM,STRAY,MED,ADULT
A1649566,2019-09-30,2019-11-12,LCOM,RET,LARGE,YOUNG
A1573110,2019-09-30,2019-10-18,LCOM,STRAY,MED,ADULT
A0815559,2019-09-30,2019-10-01,LCOM,STRAY,SMALL,SENIOR
A1649000,2019-09-30,2019-11-12,TRAN,OTH,MED,YOUNG
A0955860,2019-09-29,2019-09-30,LCOM,STRAY,SMALL,SENIOR
A1653532,2019-09-30,2019-10-06,LCOM,STRAY,LARGE,JUVENILE
A1653534,2019-09-30,2019-10-05,LCOM,STRAY,SMALL,ADULT
A1653545,2019-09-30,2019-10-05,LCOM,STRAY,SMALL,JUVENILE
A1653550,2019-09-30,2019-10-10,LCOM,STRAY,LARGE,JUVENILE
A1561325,2019-09-30,2019-10-27,LCOM,STRAY,LARGE,YOUNG
A1653590,2019-09-30,2019-10-01,LCOM,STRAY,LARGE,ADULT
A1653595,2019-09-30,2019-10-06,LCOM,STRAY,PUPPY,JUVENILE
A1653572,2019-09-30,2019-10-03,LCOM,OTH,LARGE,YOUNG
A1653592,2019-09-30,2019-10-07,TRAN,STRAY,MED,JUVENILE
A1316096,2019-09-30,2019-10-01,LCOM,STRAY,LARGE,ADULT
A1653679,2019-10-01,2019-10-09,LCOM,STRAY,MED,JUVENILE
A1653693,2019-10-01,2019-10-09,LCOM,STRAY,SMALL,JUVENILE
A1653710,2019-10-01,2019-12-28,LCOM,STRAY,LARGE,ADULT
A1653715,2019-10-01,2019-10-12,TRAN,STRAY,LARGE,JUVENILE
A1653716,2019-10-01,2019-10-11,TRAN,STRAY,SMALL,YOUNG
A1622187,2019-10-01,2019-10-02,LCOM,STRAY,LARGE,YOUNG
A1653739,2019-10-01,2019-10-02,LCOM,STRAY,SMALL,ADULT
A1291540,2019-10-01,2019-10-01,LCOM,STRAY,SMALL,SENIOR
A1235165,2019-10-01,2019-10-02,LCOM,STRAY,SMALL,SENIOR
A1653757,2019-10-01,2020-02-18,LCOM,STRAY,LARGE,ADULT
A1653760,2019-10-01,2019-11-05,LCOM,STRAY,LARGE,YOUNG
A1653764,2019-10-01,2019-10-11,TRAN,STRAY,MED,YOUNG
A1653766,2019-10-01,2019-10-11,TRAN,STRAY,SMALL,YOUNG
A1653770,2019-10-01,2019-10-09,LCOM,STRAY,PUPPY,JUVENILE
A1653774,2019-10-01,2019-11-19,TRAN,STRAY,SMALL,SENIOR
A1653776,2019-10-01,2019-10-10,LCOM,STRAY,SMALL,YOUNG
A1653781,2019-10-01,2019-10-12,LCOM,STRAY,LARGE,YOUNG
A1649469,2019-10-01,2020-05-09,TRAN,RET,LARGE,YOUNG
A1653798,2019-10-01,2019-10-02,LCOM,STRAY,LARGE,ADULT
A1653803,2019-10-01,2019-10-28,LCOM,STRAY,LARGE,ADULT
A1653240,2019-10-01,2019-10-04,LCOM,STRAY,LARGE,JUVENILE
A1653876,2019-10-02,2019-10-11,TRAN,STRAY,SMALL,YOUNG
A1614329,2019-10-02,2020-01-08,TRAN,OTH,LARGE,ADULT
A1596763,2019-10-02,2019-10-27,LCOM,OWNER,SMALL,ADULT
A1596762,2019-10-02,2019-10-27,LCOM,OWNER,SMALL,ADULT
A1591865,2019-10-02,2019-10-12,LCOM,OTH,_UNKNOWN_,ADULT
A1540939,2019-10-02,2019-10-02,LCOM,STRAY,MED,ADULT
A1653900,2019-10-02,2019-10-04,LCOM,STRAY,MED,YOUNG
A1631783,2019-10-02,2019-10-02,LCOM,RET,SMALL,YOUNG
A1650640,2019-10-02,2019-10-24,TRAN,OTH,SMALL,YOUNG
A1653937,2019-10-02,2019-10-12,LCOM,STRAY,LARGE,YOUNG
A1653938,2019-10-02,2019-10-03,LCOM,OTH,LARGE,SENIOR
A1653948,2019-10-02,2019-10-11,TRAN,STRAY,SMALL,YOUNG
A1653949,2019-10-02,2019-10-09,LCOM,STRAY,LARGE,YOUNG
A1653950,2019-10-02,2019-10-06,LCOM,STRAY,LARGE,YOUNG
A1643805,2019-10-02,2019-10-20,LCOM,OTH,LARGE,YOUNG
A1653951,2019-10-02,2019-10-03,LCOM,STRAY,LARGE,YOUNG
A0916474,2019-10-02,2019-10-10,LCOM,STRAY,MED,SENIOR
A1654025,2019-10-03,2019-10-04,LCOM,STRAY,SMALL,JUVENILE
A1654027,2019-10-03,2019-10-04,LCOM,STRAY,MED,YOUNG
A1654028,2019-10-03,2019-10-04,LCOM,STRAY,MED,YOUNG
A1654029,2019-10-03,2019-10-04,NONL,STRAY,LARGE,SENIOR
A1653572,2019-10-03,2019-10-07,NONL,OTH,LARGE,YOUNG
A1654062,2019-10-03,2019-10-20,LCOM,STRAY,SMALL,ADULT
A1652654,2019-10-03,2019-10-06,TRAN,OWNER,SMALL,SENIOR
A1654098,2019-10-03,2019-10-03,NONL,OTH,PUPPY,JUVENILE
A1654107,2019-10-04,2019-10-15,LCOM,STRAY,LARGE,YOUNG
A1654153,2019-10-04,2019-10-09,LCOM,STRAY,LARGE,JUVENILE
A1654154,2019-10-04,2019-10-25,LCOM,STRAY,MED,ADULT
A1654170,2019-10-04,2019-10-09,NONL,OTH,MED,SENIOR
A1654179,2019-10-04,2019-10-16,LCOM,STRAY,LARGE,JUVENILE
A1649422,2019-10-04,2019-10-07,LCOM,RET,SMALL,YOUNG
A1654184,2019-10-04,2019-10-05,LCOM,STRAY,LARGE,YOUNG
A1516032,2019-10-04,2019-10-23,LCOM,STRAY,LARGE,YOUNG
A1654186,2019-10-04,2020-04-07,TRAN,STRAY,LARGE,YOUNG
A1654189,2019-10-04,2019-10-06,LCOM,OTH,MED,YOUNG
A1654025,2019-10-04,2019-10-12,TRAN,OWNER,SMALL,JUVENILE
A1654027,2019-10-04,2019-10-10,LCOM,OWNER,MED,YOUNG
A1654028,2019-10-04,2019-10-12,TRAN,OWNER,MED,YOUNG
A1561636,2019-10-04,2019-10-06,LCOM,STRAY,LARGE,ADULT
A1654259,2019-10-05,2019-10-12,LCOM,STRAY,MED,YOUNG
A1654261,2019-10-05,2019-10-17,TRAN,STRAY,MED,SENIOR
A1654264,2019-10-05,2019-10-12,TRAN,STRAY,SMALL,YOUNG
A1593391,2019-10-05,2019-10-20,LCOM,STRAY,MED,YOUNG
A1345623,2019-10-05,2019-10-16,LCOM,STRAY,MED,ADULT
A1649488,2019-10-05,2019-12-07,LCOM,RET,LARGE,ADULT
