animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size
A1572186,2018-04-21,2018-04-23,LiveC,STRAY,MED
A1572205,2018-04-21,2018-04-27,LiveC,STRAY,MED
A1572206,2018-04-21,2018-04-26,LiveC,STRAY,PUPPY
A1572207,2018-04-21,2018-04-26,LiveC,STRAY,MED
A1520314,2018-04-21,2018-04-23,LiveC,STRAY,LRG
A1435206,2018-04-21,2018-05-09,LiveC,OTHER,SMALL
A0608380,2018-04-20,2018-04-22,LiveC,STRAY,MED
A1435911,2018-04-21,2018-04-22,LiveC,STRAY,LRG
A1435912,2018-04-21,2018-04-22,LiveC,STRAY,SMALL
A0972863,2018-04-21,2018-04-22,LiveC,STRAY,LRG
A1561244,2018-04-22,2018-06-28,LiveC,OTHER,MED
A1572257,2018-04-22,2018-06-16,LiveC,OTHER,LRG
A1572267,2018-04-22,2018-04-28,LiveC,STRAY,LRG
A1164853,2018-04-22,2018-04-25,LiveC,STRAY,SMALL
A1566780,2018-04-22,2018-04-23,LiveC,OTHER,LRG
A1405741,2018-04-22,2018-05-02,LiveC,OTHER,LRG
A1570214,2018-04-22,2018-04-27,LiveC,OTHER,MED
A1570874,2018-04-22,2018-04-22,LiveC,OTHER,LRG
A1572290,2018-04-22,2018-04-22,LiveC,STRAY,SMALL
A1572302,2018-04-22,2018-04-22,LiveC,STRAY,MED
A1572301,2018-04-22,2018-04-23,LiveC,STRAY,MED
A1572303,2018-04-22,2018-04-23,LiveC,STRAY,MED
A1572304,2018-04-22,2018-05-02,LiveC,OTHER,LRG
A1572310,2018-04-22,2018-05-27,LiveC,STRAY,LRG
A1572314,2018-04-22,2018-04-27,LiveC,STRAY,PUPPY
A1572315,2018-04-22,2018-04-25,LiveC,STRAY,SMALL
A1572318,2018-04-22,2018-04-28,LiveC,STRAY,MED
A1572319,2018-04-22,2018-04-28,LiveC,STRAY,MED
A1572354,2018-04-23,2018-04-28,LiveC,STRAY,MED
A1572384,2018-04-23,2018-04-28,LiveC,STRAY,SMALL
A1572386,2018-04-23,2018-04-28,LiveC,STRAY,SMALL
A1572402,2018-04-23,2018-04-23,LiveC,STRAY,LRG
A1572418,2018-04-23,2018-04-24,LiveC,STRAY,LRG
A1572437,2018-04-23,2018-04-27,LiveC,STRAY,SMALL
A1572476,2018-04-23,2018-09-19,LiveC,STRAY,LRG
A1572479,2018-04-23,2018-06-12,Transf,STRAY,SMALL
A1558739,2018-04-23,2018-06-02,LiveC,OTHER,SMALL
A1572488,2018-04-23,2018-04-24,LiveC,STRAY,MED
A1572503,2018-04-23,2018-04-24,LiveC,STRAY,LRG
A1572510,2018-04-23,2018-04-24,LiveC,STRAY,SMALL
A1572539,2018-04-23,2018-04-24,LiveC,STRAY,MED
A1435829,2018-04-24,2018-05-04,Transf,STRAY,SMALL
A1571145,2018-04-24,2018-04-24,LiveC,OTHER,SMALL
A1572646,2018-04-24,2018-04-28,LiveC,STRAY,MED
A1572648,2018-04-24,2018-05-02,LiveC,STRAY,LRG
A1572669,2018-04-24,2018-04-29,LiveC,STRAY,LRG
A1572671,2018-04-24,2018-04-28,LiveC,STRAY,LRG
A1572710,2018-04-24,2018-05-05,LiveC,STRAY,SMALL
A1572724,2018-04-24,2018-04-28,LiveC,STRAY,MED
A1572745,2018-04-24,2018-04-28,LiveC,STRAY,MED
A1572747,2018-04-24,2018-05-03,LiveC,STRAY,LRG
A1572792,2018-04-25,2018-05-02,LiveC,STRAY,SMALL
A1566780,2018-04-25,2018-04-28,LiveC,OTHER,LRG
A1569847,2018-04-25,2018-04-30,LiveC,OWNER,LRG
A1391868,2018-04-25,2018-04-26,LiveC,STRAY,MED
A1572836,2018-04-25,2018-04-29,LiveC,STRAY,MED
A1572837,2018-04-25,2018-04-30,LiveC,STRAY,MED
A1313777,2018-04-25,2018-04-25,LiveC,STRAY,SMALL
A1572843,2018-04-25,2018-05-02,LiveC,STRAY,TOY
A1572848,2018-04-25,2018-04-26,LiveC,STRAY,SMALL
A1572852,2018-04-25,2018-05-02,LiveC,STRAY,SMALL
A1572854,2018-04-25,2018-05-26,LiveC,STRAY,LRG
A1572858,2018-04-25,2018-04-27,LiveC,STRAY,LRG
A1572866,2018-04-25,2018-05-06,LiveC,STRAY,SMALL
A1572867,2018-04-25,2018-05-02,LiveC,STRAY,SMALL
A1572869,2018-04-25,2018-04-29,LiveC,OWNER,SMALL
A0946068,2018-04-25,2018-05-04,LiveC,OTHER,LRG
A1559633,2018-04-25,2018-04-29,LiveC,OWNER,LRG
A1541505,2018-04-25,2018-04-28,LiveC,OTHER,SMALL
A1572949,2018-04-25,2018-05-02,LiveC,STRAY,SMALL
A1572952,2018-04-25,2018-04-26,LiveC,STRAY,MED
A1572969,2018-04-25,2018-05-02,LiveC,OTHER,LRG
A1572974,2018-04-25,2018-05-03,LiveC,OTHER,MED
A1569895,2018-04-26,2018-04-30,LiveC,STRAY,LRG
A1573048,2018-04-26,2018-05-05,LiveC,STRAY,SMALL
A1573065,2018-04-26,2018-05-02,LiveC,STRAY,MED
A0895979,2018-04-26,2018-04-26,LiveC,STRAY,TOY
A1569296,2018-04-26,2018-05-02,LiveC,OWNER,SMALL
A1391868,2018-04-26,2018-05-01,Transf,OWNER,MED
A1404316,2018-04-26,2018-05-03,LiveC,OTHER,MED
A1418210,2018-04-26,2018-05-31,LiveC,STRAY,_UNKNOWN_
A1573115,2018-04-26,2018-11-29,LiveC,STRAY,LRG
A1573140,2018-04-27,2018-04-30,LiveC,STRAY,SMALL
A1573183,2018-04-27,2018-04-30,LiveC,STRAY,SMALL
A1573190,2018-04-27,2018-04-27,LiveC,STRAY,MED
A1570270,2018-04-27,2018-05-16,Transf,OTHER,MED
A1561416,2018-04-27,2018-04-29,LiveC,OTHER,LRG
A1573223,2018-04-27,2018-05-03,LiveC,STRAY,SMALL
A1360716,2018-04-27,2018-04-28,LiveC,STRAY,MED
A1573244,2018-04-27,2018-05-21,LiveC,STRAY,SMALL
A1573241,2018-04-27,2018-05-02,LiveC,STRAY,PUPPY
A1573242,2018-04-27,2018-05-06,LiveC,STRAY,PUPPY
A1571396,2018-04-27,2018-04-28,LiveC,OTHER,SMALL
A1573243,2018-04-27,2018-05-02,LiveC,STRAY,PUPPY
A1567821,2018-04-27,2018-04-30,LiveC,OTHER,LRG
A1573290,2018-04-27,2018-05-05,LiveC,OTHER,LRG
A1250577,2018-04-27,2018-05-02,LiveC,OTHER,LRG
A1499450,2018-04-27,2018-05-12,LiveC,STRAY,LRG
A1573296,2018-04-28,2019-11-16,LiveC,STRAY,LRG
A1573314,2018-04-28,2019-04-07,Transf,STRAY,LRG
A1573321,2018-04-28,2018-05-04,LiveC,STRAY,SMALL
A1538202,2018-04-28,2018-04-28,LiveC,OTHER,MED
A1154181,2018-04-28,2018-04-29,LiveC,STRAY,MED
A1573351,2018-04-28,2018-05-04,LiveC,STRAY,MED
A1527687,2018-04-28,2018-04-29,LiveC,STRAY,MED
A1529920,2018-04-28,2018-04-29,LiveC,STRAY,LRG
A1573410,2018-04-28,2018-05-04,LiveC,STRAY,SMALL
A1573415,2018-04-28,2018-05-04,LiveC,STRAY,MED
A1573430,2018-04-28,2018-10-21,Transf,STRAY,SMALL
A1573435,2018-04-28,2018-04-29,LiveC,STRAY,SMALL
A1573440,2018-04-28,2018-05-05,LiveC,STRAY,LRG
A1573444,2018-04-28,2018-10-02,LiveC,STRAY,LRG
A1573452,2018-04-29,2018-04-29,LiveC,OTHER,MED
A1572503,2018-04-29,2018-05-08,LiveC,STRAY,LRG
A1573472,2018-04-29,2018-04-29,LiveC,STRAY,LRG
A1573489,2018-04-29,2018-04-30,LiveC,OTHER,MED
A1573490,2018-04-29,2018-07-23,LiveC,STRAY,LRG
A1573496,2018-04-29,2018-05-05,LiveC,STRAY,SMALL
A1305279,2018-04-29,2018-04-30,LiveC,STRAY,LRG
A1573502,2018-04-29,2018-05-10,Transf,STRAY,MED
A1573510,2018-04-29,2018-05-06,LiveC,STRAY,LRG
A1561416,2018-04-30,2018-05-01,LiveC,OTHER,LRG
A1573609,2018-04-30,2018-05-11,LiveC,STRAY,SMALL
A1573616,2018-04-30,2018-05-02,LiveC,STRAY,MED
A1573626,2018-04-30,2018-05-01,LiveC,STRAY,SMALL
A0810359,2018-04-30,2018-05-08,LiveC,STRAY,SMALL
A1573627,2018-04-30,2018-05-21,Transf,STRAY,SMALL
A1573628,2018-04-30,2018-05-05,LiveC,STRAY,SMALL
A1164361,2018-04-30,2018-05-01,LiveC,STRAY,LRG
A1573648,2018-04-30,2018-05-05,LiveC,STRAY,SMALL
A0790706,2018-04-30,2018-05-01,LiveC,STRAY,TOY
A1002655,2018-04-30,2018-05-01,LiveC,STRAY,MED
A1458084,2018-04-30,2018-05-01,LiveC,STRAY,SMALL
A1573659,2018-04-30,2018-05-01,LiveC,OTHER,MED
A1573671,2018-04-30,2018-05-05,LiveC,STRAY,LRG
A1567821,2018-05-01,2018-05-25,LiveC,OTHER,LRG
A1573744,2018-04-30,2018-05-08,LiveC,STRAY,MED
A1573769,2018-05-01,2018-05-05,LiveC,STRAY,MED
A1506171,2018-05-01,2018-05-01,LiveC,STRAY,LRG
A1413569,2018-05-01,2018-05-01,LiveC,STRAY,LRG
A1573814,2018-05-01,2018-05-27,LiveC,STRAY,PUPPY
A1562060,2018-05-01,2018-05-04,LiveC,STRAY,SMALL
A1573303,2018-05-01,2018-05-04,LiveC,OTHER,MED
A1293973,2018-05-02,2018-05-03,LiveC,OTHER,LRG
A1573992,2018-05-02,2018-05-09,LiveC,STRAY,SMALL
A1573994,2018-05-02,2018-05-06,LiveC,STRAY,MED
A1573993,2018-05-02,2018-05-07,LiveC,STRAY,LRG
A1573995,2018-05-02,2018-05-19,LiveC,STRAY,SMALL
A1571799,2018-05-02,2018-08-08,LiveC,OTHER,SMALL
A1553687,2018-05-02,2018-05-03,LiveC,STRAY,LRG
A1574032,2018-05-02,2018-05-02,LiveC,STRAY,SMALL
A1574035,2018-05-02,2018-05-11,LiveC,STRAY,PUPPY
A1574040,2018-05-02,2018-05-09,LiveC,STRAY,MED
A1574041,2018-05-02,2018-05-09,LiveC,STRAY,MED
A1574049,2018-05-02,2018-05-04,LiveC,STRAY,MED
A1486684,2018-05-02,2018-05-12,LiveC,OTHER,LRG
A1574118,2018-05-03,2018-05-04,LiveC,OWNER,PUPPY
A1254211,2018-05-03,2018-05-05,LiveC,OWNER,LRG
A1574134,2018-05-03,2018-05-09,LiveC,STRAY,SMALL
A1019437,2018-05-03,2018-05-12,LiveC,STRAY,MED
A1574158,2018-05-03,2018-05-18,LiveC,STRAY,MED
A1574169,2018-05-03,2018-06-16,LiveC,OWNER,LRG
A1571233,2018-05-03,2018-05-10,Transf,OTHER,LRG
A1574193,2018-05-03,2018-06-26,LiveC,STRAY,LRG
A1574201,2018-05-03,2018-05-04,LiveC,STRAY,LRG
A1574202,2018-05-03,2018-05-04,LiveC,STRAY,MED
A1574203,2018-05-03,2018-05-09,LiveC,STRAY,LRG
A1574205,2018-05-03,2018-05-08,LiveC,STRAY,SMALL
A1574206,2018-05-03,2018-05-05,LiveC,STRAY,SMALL
A1574209,2018-05-03,2018-05-04,LiveC,STRAY,LRG
A1574213,2018-05-03,2018-06-16,LiveC,STRAY,LRG
A1574215,2018-05-03,2018-05-25,LiveC,STRAY,SMALL
A1190010,2018-05-04,2018-05-11,LiveC,OTHER,MED
A1561416,2018-05-04,2018-05-10,LiveC,OTHER,LRG
A1449751,2018-05-04,2018-05-10,LiveC,OWNER,TOY
A1574263,2018-05-04,2018-05-04,NonL,STRAY,LRG
A1054360,2018-05-04,2018-05-18,Transf,OTHER,SMALL
A1571802,2018-05-04,2018-05-10,LiveC,OTHER,LRG
A1574287,2018-05-04,2018-05-18,Transf,OTHER,SMALL
A1574288,2018-05-04,2018-05-06,LiveC,STRAY,SMALL
A1574300,2018-05-04,2018-05-11,LiveC,STRAY,LRG
A1574306,2018-05-04,2018-05-05,LiveC,STRAY,LRG
A1573303,2018-05-04,2018-05-07,NonL,OWNER,MED
A1557424,2018-05-04,2018-05-12,LiveC,OTHER,MED
A1574331,2018-05-04,2018-05-09,LiveC,STRAY,MED
A1557955,2018-05-04,2018-05-05,LiveC,STRAY,TOY
A1574339,2018-05-04,2018-05-07,LiveC,STRAY,SMALL
A1574375,2018-05-05,2018-05-05,LiveC,STRAY,SMALL
A1574395,2018-05-05,2018-05-15,LiveC,STRAY,SMALL
A1568390,2018-05-05,2018-06-02,LiveC,OTHER,MED
A1574405,2018-05-05,2018-05-24,LiveC,OWNER,SMALL
A1574406,2018-05-05,2018-05-08,Transf,OWNER,PUPPY
A1574407,2018-05-05,2018-05-08,Transf,OWNER,PUPPY
A1574408,2018-05-05,2018-05-08,Transf,OWNER,PUPPY
A1574409,2018-05-05,2018-05-08,Transf,OWNER,PUPPY
A1574410,2018-05-05,2018-05-10,NonL,OWNER,PUPPY
A1574411,2018-05-05,2018-05-08,Transf,OWNER,PUPPY
A1574421,2018-05-05,2018-05-10,NonL,STRAY,LRG
A1574424,2018-05-05,2018-05-10,LiveC,STRAY,SMALL
A1574425,2018-05-05,2018-05-06,LiveC,STRAY,LRG
A1565854,2018-05-05,2018-05-07,LiveC,OWNER,MED
A1573501,2018-04-29,2018-05-05,LiveC,STRAY,SMALL
A1574436,2018-05-05,2018-05-11,LiveC,STRAY,SMALL
A1378327,2018-05-05,2018-05-09,LiveC,STRAY,MED
A1574457,2018-05-05,2018-05-07,LiveC,STRAY,LRG
A1574485,2018-05-06,2018-05-11,LiveC,STRAY,SMALL
A1573496,2018-05-06,2018-05-12,Transf,OTHER,SMALL
A1188166,2018-05-06,2018-05-07,LiveC,STRAY,MED
A1574529,2018-05-06,2018-05-07,LiveC,OWNER,PUPPY
A1317195,2018-05-06,2018-05-07,LiveC,STRAY,MED
A1574537,2018-05-06,2018-05-08,LiveC,STRAY,PUPPY
A1574541,2018-05-06,2018-05-07,LiveC,STRAY,MED
A1574544,2018-05-06,2018-05-16,LiveC,OTHER,MED
A1570264,2018-05-06,2018-05-07,LiveC,STRAY,LRG
A1574555,2018-05-06,2018-05-11,LiveC,STRAY,LRG
A1574586,2018-05-07,2018-05-08,LiveC,STRAY,SMALL
A1239232,2018-05-07,2018-05-08,LiveC,STRAY,MED
A1574589,2018-05-07,2018-05-08,LiveC,STRAY,MED
A1574601,2018-05-07,2018-06-06,Transf,STRAY,PUPPY
A1574600,2018-05-07,2018-06-06,Transf,STRAY,PUPPY
A1574599,2018-05-07,2018-06-06,Transf,STRAY,PUPPY
A1574598,2018-05-07,2018-06-06,Transf,STRAY,PUPPY
A1574597,2018-05-07,2018-06-06,Transf,STRAY,SMALL
A1574596,2018-05-07,2018-06-06,Transf,STRAY,SMALL
A1574595,2018-05-07,2018-06-06,Transf,STRAY,PUPPY
A1574594,2018-05-07,2018-07-26,Transf,STRAY,LRG
A1507175,2018-05-07,2018-05-08,LiveC,STRAY,MED
A1574633,2018-05-07,2018-05-13,LiveC,STRAY,MED
A1574637,2018-05-07,2018-05-13,LiveC,OWNER,SMALL
A1497681,2018-05-07,2018-05-07,LiveC,STRAY,TOY
A1212120,2018-05-07,2018-05-08,LiveC,STRAY,MED
A1573993,2018-05-07,2018-07-11,LiveC,OWNER,LRG
A1574687,2018-05-07,2018-05-10,LiveC,OWNER,LRG
A1555689,2018-05-07,2018-05-08,Transf,OTHER,SMALL
A1228148,2018-05-07,2018-05-08,LiveC,STRAY,LRG
A1574703,2018-05-07,2018-06-05,NonL,OTHER,LRG
A1574707,2018-05-07,2018-05-08,NonL,STRAY,SMALL
A1574751,2018-05-08,2018-05-09,LiveC,STRAY,MED
A1574762,2018-05-08,2018-05-17,LiveC,STRAY,MED
A1574765,2018-05-08,2018-05-19,LiveC,STRAY,LRG
A1574778,2018-05-08,2018-05-09,LiveC,OWNER,LRG
A1561650,2018-05-08,2018-05-11,LiveC,OWNER,MED
A1574798,2018-05-08,2018-05-12,LiveC,STRAY,MED
A1574801,2018-05-08,2018-05-15,LiveC,STRAY,LRG
A1574836,2018-05-08,2018-05-16,Transf,STRAY,MED
A1340512,2018-05-08,2018-05-19,LiveC,OTHER,LRG
A1574882,2018-05-09,2018-05-19,LiveC,STRAY,LRG
A1574887,2018-05-09,2018-05-15,LiveC,STRAY,PUPPY
A1574904,2018-05-09,2018-08-18,LiveC,OTHER,LRG
A1574966,2018-05-09,2018-05-16,LiveC,STRAY,LRG
A1574984,2018-05-09,2018-05-10,LiveC,OTHER,LRG
A1427641,2018-05-09,2018-05-16,LiveC,OTHER,SMALL
A1261178,2018-05-09,2018-05-16,LiveC,OTHER,TOY
A1575027,2018-05-09,2018-05-10,LiveC,STRAY,MED
A1420524,2018-05-09,2018-05-19,LiveC,OTHER,SMALL
A1504226,2018-05-09,2018-05-10,LiveC,STRAY,TOY
A1575031,2018-05-09,2018-05-11,LiveC,OTHER,LRG
A1575032,2018-05-09,2018-05-11,LiveC,STRAY,MED
A1575033,2018-05-09,2018-05-15,LiveC,STRAY,MED
A1575035,2018-05-09,2018-05-12,LiveC,STRAY,MED
A1575042,2018-05-10,2018-05-11,LiveC,STRAY,SMALL
A1055352,2018-05-10,2018-05-10,LiveC,STRAY,MED
A1569742,2018-05-10,2018-05-10,LiveC,OTHER,PUPPY
A1575076,2018-05-10,2018-05-15,LiveC,STRAY,LRG
A1575078,2018-05-10,2018-05-10,LiveC,STRAY,LRG
A1219324,2018-05-10,2018-05-19,LiveC,OWNER,SMALL
A1575084,2018-05-10,2018-05-12,LiveC,OWNER,SMALL
A1568470,2018-05-09,2018-05-11,LiveC,OTHER,PUPPY
A1568471,2018-05-09,2018-05-11,LiveC,OTHER,PUPPY
A1539255,2018-05-10,2018-06-02,LiveC,STRAY,LRG
A1575101,2018-05-10,2018-05-16,LiveC,STRAY,MED
A1575106,2018-05-10,2018-06-13,LiveC,OWNER,MED
A1575159,2018-05-11,2018-05-11,LiveC,STRAY,MED
A1575158,2018-05-11,2018-05-11,LiveC,STRAY,LRG
A1575185,2018-05-11,2018-05-15,LiveC,STRAY,LRG
A1571802,2018-05-11,2018-06-21,LiveC,OTHER,LRG
A1575186,2018-05-11,2018-05-13,LiveC,OWNER,MED
A1568285,2018-05-11,2018-05-11,Transf,OTHER,MED
A1575203,2018-05-11,2018-05-23,LiveC,STRAY,LRG
A1575218,2018-05-11,2018-05-17,LiveC,STRAY,MED
A1575222,2018-05-11,2018-05-23,LiveC,STRAY,SMALL
A1575230,2018-05-11,2018-05-19,LiveC,STRAY,SMALL
A1575232,2018-05-11,2018-05-14,NonL,STRAY,LRG
A1575239,2018-05-11,2018-05-16,LiveC,STRAY,MED
A1575280,2018-05-11,2018-05-12,LiveC,STRAY,MED
A1575285,2018-05-11,2018-05-12,LiveC,STRAY,PUPPY
A1574300,2018-05-11,2018-06-02,LiveC,OTHER,LRG
A1575209,2018-05-11,2018-05-21,LiveC,OTHER,TOY
A1574555,2018-05-12,2018-05-12,LiveC,OTHER,LRG
A1575355,2018-05-12,2018-05-15,NonL,STRAY,SMALL
A1575356,2018-05-12,2018-06-09,LiveC,STRAY,XL
A1575357,2018-05-12,2018-05-26,LiveC,STRAY,LRG
A1575361,2018-05-12,2018-05-16,LiveC,STRAY,PUPPY
A1575364,2018-05-12,2018-05-18,LiveC,STRAY,LRG
A1523991,2018-05-12,2018-05-29,LiveC,OTHER,_UNKNOWN_
A1575369,2018-05-12,2018-06-09,LiveC,OTHER,MED
A1575370,2018-05-12,2018-05-17,LiveC,STRAY,MED
A1575371,2018-05-12,2018-05-17,LiveC,STRAY,MED
A1473917,2018-05-12,2018-05-14,LiveC,STRAY,XL
A1575380,2018-05-12,2018-05-14,LiveC,STRAY,LRG
A1575383,2018-05-12,2018-05-17,LiveC,STRAY,MED
A1431003,2018-05-12,2018-05-20,LiveC,STRAY,SMALL
A1575384,2018-05-12,2018-05-17,LiveC,STRAY,PUPPY
A1575385,2018-05-12,2018-05-17,LiveC,STRAY,PUPPY
A1575386,2018-05-12,2018-05-17,LiveC,STRAY,PUPPY
A1575402,2018-05-12,2018-06-02,LiveC,STRAY,MED
A1440634,2018-05-12,2018-05-13,LiveC,STRAY,MED
A1017365,2018-05-12,2018-05-22,LiveC,OTHER,_UNKNOWN_
A1286468,2018-05-13,2018-05-21,LiveC,OTHER,SMALL
A1575484,2018-05-13,2018-05-13,NonL,STRAY,SMALL
A1575486,2018-05-13,2018-10-16,LiveC,STRAY,LRG
A1575491,2018-05-13,2018-05-14,LiveC,STRAY,MED
A1575524,2018-05-13,2018-05-23,LiveC,OTHER,LRG
A1574406,2018-05-13,2018-05-13,Transf,OTHER,PUPPY
A1574411,2018-05-13,2018-05-13,Transf,OTHER,PUPPY
A1574409,2018-05-13,2018-05-13,Transf,OTHER,PUPPY
A1574407,2018-05-13,2018-05-13,Transf,OTHER,PUPPY
A1574408,2018-05-13,2018-05-13,Transf,OTHER,PUPPY
A1575529,2018-05-13,2018-05-21,LiveC,STRAY,XL
A1575532,2018-05-13,2018-05-20,LiveC,STRAY,SMALL
A1575551,2018-05-13,2018-05-21,LiveC,STRAY,MED
A1575557,2018-05-13,2018-05-15,LiveC,STRAY,MED
A1575558,2018-05-13,2018-05-30,Transf,OTHER,MED
A1527814,2018-05-13,2018-05-20,LiveC,STRAY,MED
A1575567,2018-05-13,2018-05-14,LiveC,STRAY,MED
A1575586,2018-05-14,2018-05-15,LiveC,STRAY,LRG
A1569452,2018-05-14,2018-05-15,LiveC,OTHER,LRG
A1575616,2018-05-14,2018-05-19,LiveC,STRAY,SMALL
A1575617,2018-05-14,2018-05-23,LiveC,STRAY,MED
A1575618,2018-05-14,2018-06-09,LiveC,STRAY,MED
A1575621,2018-05-14,2018-05-16,LiveC,OWNER,LRG
A1575620,2018-05-14,2018-05-14,LiveC,STRAY,MED
A1575650,2018-05-14,2018-05-22,LiveC,STRAY,MED
A1575653,2018-05-14,2019-02-23,LiveC,OWNER,LRG
A1568373,2018-05-14,2018-05-20,LiveC,OTHER,MED
A1575656,2018-05-14,2018-08-04,LiveC,OWNER,LRG
A1465657,2018-05-14,2018-05-15,LiveC,STRAY,SMALL
A1340975,2018-05-14,2018-05-15,LiveC,STRAY,LRG
A1575686,2018-05-14,2018-05-20,LiveC,STRAY,MED
A1575727,2018-05-15,2018-06-24,LiveC,OTHER,SMALL
A1340975,2018-05-15,2018-07-31,LiveC,OWNER,LRG
A1512885,2018-05-15,2018-05-24,LiveC,OWNER,LRG
A1343118,2018-05-15,2018-05-15,LiveC,STRAY,MED
A1575794,2018-05-15,2018-05-21,LiveC,STRAY,SMALL
A1575805,2018-05-15,2018-05-19,LiveC,STRAY,MED
A1575810,2018-05-15,2018-05-17,LiveC,STRAY,MED
A1575824,2018-05-15,2020-02-26,LiveC,OTHER,LRG
A1575825,2018-05-15,2018-05-20,LiveC,STRAY,SMALL
A1575839,2018-05-15,2018-05-19,LiveC,STRAY,LRG
A1575840,2018-05-15,2018-05-16,LiveC,STRAY,MED
A1575841,2018-05-15,2018-05-16,LiveC,STRAY,MED
A1575842,2018-05-15,2018-05-29,LiveC,STRAY,LRG
A1575848,2018-05-15,2018-05-16,LiveC,STRAY,LRG
A1575860,2018-05-16,2018-05-16,LiveC,OTHER,MED
A1575869,2018-05-16,2018-05-23,Transf,STRAY,LRG
A1575889,2018-05-16,2018-05-17,LiveC,STRAY,LRG
A1575895,2018-05-16,2018-05-24,LiveC,STRAY,MED
A1575900,2018-05-16,2018-05-19,LiveC,OWNER,LRG
A1575920,2018-05-16,2018-05-18,LiveC,OWNER,LRG
A1575935,2018-05-16,2018-05-18,LiveC,OWNER,LRG
A1575936,2018-05-16,2018-05-18,LiveC,OWNER,LRG
A1575944,2018-05-16,2018-06-08,LiveC,OTHER,LRG
A1574836,2018-05-16,2018-05-23,Transf,OTHER,MED
A1576042,2018-05-16,2018-05-23,LiveC,STRAY,SMALL
A1576090,2018-05-17,2018-06-06,LiveC,STRAY,SMALL
A1138761,2018-05-17,2018-06-25,LiveC,OWNER,LRG
A1235374,2018-05-17,2018-05-20,LiveC,OWNER,TOY
A1576105,2018-05-17,2018-05-22,LiveC,STRAY,LRG
A1576113,2018-05-17,2018-05-18,LiveC,OWNER,SMALL
A1576119,2018-05-17,2018-05-20,LiveC,STRAY,SMALL
A1576131,2018-05-17,2018-06-02,LiveC,STRAY,SMALL
A1576128,2018-05-17,2018-05-29,LiveC,OTHER,LRG
A1576155,2018-05-17,2018-05-30,LiveC,STRAY,LRG
A1576167,2018-05-17,2018-05-23,LiveC,STRAY,SMALL
A0918375,2018-05-17,2018-05-18,LiveC,STRAY,SMALL
A1576178,2018-05-17,2018-05-25,LiveC,STRAY,LRG
A1576179,2018-05-17,2018-05-23,Transf,STRAY,LRG
A1576182,2018-05-17,2018-05-21,LiveC,STRAY,SMALL
A1576183,2018-05-17,2018-05-19,LiveC,STRAY,MED
A1576141,2018-05-17,2018-05-19,LiveC,STRAY,MED
A1494425,2018-05-17,2018-05-18,LiveC,STRAY,LRG
A1576189,2018-05-17,2018-05-19,LiveC,STRAY,MED
A1576219,2018-05-17,2018-05-22,LiveC,STRAY,SMALL
A1576222,2018-05-17,2018-05-22,LiveC,STRAY,SMALL
A1576224,2018-05-17,2018-05-23,LiveC,STRAY,SMALL
A1576229,2018-05-17,2018-05-23,LiveC,STRAY,SMALL
A1576230,2018-05-17,2018-05-21,LiveC,STRAY,MED
A1575485,2018-05-13,2018-05-18,LiveC,STRAY,LRG
A1576258,2018-05-18,2018-05-22,LiveC,STRAY,LRG
A1576266,2018-05-18,2018-05-30,LiveC,STRAY,LRG
A1567979,2018-05-18,2018-05-21,LiveC,OTHER,MED
A1576289,2018-05-18,2018-05-23,LiveC,STRAY,SMALL
A1575218,2018-05-18,2018-05-20,LiveC,OTHER,MED
A1576331,2018-05-18,2018-05-19,LiveC,STRAY,LRG
A1576353,2018-05-18,2018-05-23,LiveC,STRAY,SMALL
A1576401,2018-05-18,2018-05-23,LiveC,STRAY,SMALL
A1576410,2018-05-19,2018-05-23,LiveC,STRAY,LRG
A1576411,2018-05-19,2018-05-24,LiveC,STRAY,LRG
A1572318,2018-05-19,2018-06-02,LiveC,OTHER,MED
A1576421,2018-05-19,2018-05-26,LiveC,STRAY,LRG
A1576446,2018-05-19,2018-05-24,LiveC,STRAY,SMALL
A1485211,2018-05-19,2018-05-20,LiveC,STRAY,SMALL
A1576459,2018-05-19,2018-05-25,LiveC,STRAY,LRG
A1576460,2018-05-19,2018-05-25,LiveC,STRAY,LRG
A1576466,2018-05-19,2018-05-26,LiveC,STRAY,SMALL
A1576465,2018-05-19,2018-06-26,Transf,STRAY,SMALL
A1576500,2018-05-19,2018-05-23,LiveC,STRAY,MED
A1576536,2018-05-20,2018-05-21,LiveC,OTHER,LRG
A1485211,2018-05-20,2018-06-17,LiveC,OWNER,SMALL
A1152646,2018-05-20,2018-05-20,LiveC,STRAY,MED
A1576555,2018-05-20,2018-05-25,LiveC,STRAY,SMALL
A1571394,2018-05-20,2018-06-03,LiveC,OTHER,XL
A1576563,2018-05-20,2018-05-26,LiveC,STRAY,SMALL
A1576564,2018-05-20,2018-05-24,LiveC,STRAY,LRG
A1570270,2018-05-20,2018-05-20,LiveC,OTHER,MED
A1576576,2018-05-20,2018-05-21,LiveC,STRAY,LRG
A1576588,2018-05-20,2018-05-21,LiveC,STRAY,XL
A1576593,2018-05-20,2018-05-21,LiveC,STRAY,SMALL
A1576595,2018-05-20,2018-05-22,LiveC,STRAY,LRG
A1576609,2018-05-20,2018-05-21,LiveC,STRAY,MED
A1576610,2018-05-20,2018-05-25,LiveC,STRAY,MED
A1576681,2018-05-21,2018-05-22,NonL,STRAY,PUPPY
