animal_id,intake_date,outcome_date,outcome_type,intake_type,animal_size
A1560154,2018-01-25,2018-01-29,Transf,STRAY,MED
A1560159,2018-01-25,2018-01-26,LiveC,STRAY,LRG
A1560165,2018-01-25,2018-01-28,LiveC,OWNER,SMALL
A1560171,2018-01-25,2018-01-26,LiveC,STRAY,LRG
A1494325,2018-01-25,2018-01-26,LiveC,STRAY,LRG
A0983891,2018-01-25,2018-01-26,LiveC,STRAY,SMALL
A1560192,2018-01-25,2018-01-26,LiveC,STRAY,SMALL
A1385422,2018-01-25,2018-01-26,LiveC,STRAY,MED
A1560244,2018-01-25,2018-02-05,LiveC,STRAY,SMALL
A1560245,2018-01-25,2018-01-31,LiveC,STRAY,MED
A1560260,2018-01-25,2018-01-26,LiveC,OTHER,PUPPY
A1499292,2018-01-26,2018-01-28,LiveC,OWNER,MED
A1560317,2018-01-26,2018-01-31,LiveC,STRAY,SMALL
A1407505,2018-01-26,2018-01-26,LiveC,STRAY,MED
A1560331,2018-01-26,2018-02-03,LiveC,OWNER,SMALL
A1560332,2018-01-26,2018-02-01,LiveC,OWNER,SMALL
A1560333,2018-01-26,2018-02-01,LiveC,OWNER,SMALL
A1560337,2018-01-26,2018-01-27,LiveC,STRAY,MED
A1560336,2018-01-26,2018-01-27,LiveC,STRAY,MED
A1560339,2018-01-26,2018-02-01,LiveC,STRAY,MED
A1340530,2018-01-26,2018-02-04,LiveC,STRAY,LRG
A1375328,2018-01-26,2018-01-26,LiveC,OWNER,SMALL
A1560402,2018-01-26,2018-02-11,LiveC,STRAY,LRG
A1560403,2018-01-26,2018-02-16,LiveC,STRAY,LRG
A1560405,2018-01-26,2018-01-27,LiveC,STRAY,SMALL
A1560413,2018-01-26,2018-02-02,LiveC,STRAY,LRG
A1560416,2018-01-26,2018-01-28,LiveC,STRAY,MED
A1560417,2018-01-26,2018-01-27,LiveC,STRAY,SMALL
A1560415,2018-01-26,2018-01-27,LiveC,STRAY,LRG
A1147700,2018-01-27,2018-01-28,LiveC,STRAY,MED
A1287060,2018-01-27,2018-01-29,LiveC,OWNER,SMALL
A1560490,2018-01-27,2018-02-01,LiveC,STRAY,LRG
A1560491,2018-01-27,2018-02-06,Transf,OWNER,SMALL
A0918295,2018-01-27,2018-02-06,Transf,STRAY,SMALL
A1560512,2018-01-27,2018-02-01,LiveC,STRAY,LRG
A1560521,2018-01-27,2018-01-27,Transf,OWNER,SMALL
A1560534,2018-01-27,2018-01-31,LiveC,STRAY,MED
A1289416,2018-01-27,2018-02-03,LiveC,OWNER,SMALL
A1518089,2018-01-27,2018-01-29,LiveC,STRAY,LRG
A1560599,2018-01-28,2018-02-03,Transf,STRAY,SMALL
A1560601,2018-01-28,2018-01-28,NonL,STRAY,MED
A1560602,2018-01-28,2018-02-05,LiveC,STRAY,MED
A0751189,2018-01-28,2018-01-29,LiveC,STRAY,MED
A1560612,2018-01-28,2018-01-29,LiveC,STRAY,MED
A0731670,2018-01-28,2018-02-09,Transf,STRAY,MED
A1560337,2018-01-28,2018-01-30,Transf,OWNER,MED
A1560336,2018-01-28,2018-01-30,Transf,OWNER,MED
A1500175,2018-01-28,2018-01-29,LiveC,STRAY,MED
A1560624,2018-01-28,2018-02-02,LiveC,STRAY,TOY
A1560625,2018-01-28,2018-02-10,LiveC,STRAY,LRG
A1560626,2018-01-28,2018-02-10,LiveC,STRAY,LRG
A1560623,2018-01-28,2018-03-05,Transf,OTHER,LRG
A1560627,2018-01-28,2018-02-14,LiveC,STRAY,LRG
A1327906,2018-01-28,2018-01-29,LiveC,STRAY,MED
A1279659,2018-01-28,2018-01-29,LiveC,STRAY,MED
A1279660,2018-01-28,2018-01-29,LiveC,STRAY,MED
A1560631,2018-01-28,2018-01-29,LiveC,STRAY,SMALL
A1560634,2018-01-28,2018-02-02,LiveC,STRAY,MED
A1560635,2018-01-28,2020-01-28,LiveC,OTHER,LRG
A1560689,2018-01-29,2018-02-02,LiveC,STRAY,MED
A1560703,2018-01-29,2018-02-14,Transf,OTHER,MED
A1560721,2018-01-29,2018-01-29,NonL,STRAY,MED
A1560731,2018-01-29,2018-02-03,LiveC,STRAY,MED
A1560749,2018-01-29,2018-02-16,LiveC,STRAY,SMALL
A1560750,2018-01-29,2018-04-28,LiveC,STRAY,LRG
A1560764,2018-01-29,2018-02-03,LiveC,STRAY,MED
A1560782,2018-01-29,2018-02-07,LiveC,STRAY,SMALL
A1560794,2018-01-29,2018-03-03,Transf,STRAY,MED
A1560795,2018-01-29,2018-02-03,LiveC,STRAY,MED
A1559242,2018-01-29,2018-01-31,LiveC,OTHER,SMALL
A1097509,2018-01-29,2018-01-31,LiveC,STRAY,MED
A1415843,2018-01-29,2018-01-31,LiveC,STRAY,MED
A1560800,2018-01-29,2018-02-13,LiveC,STRAY,LRG
A1560821,2018-01-30,2018-02-14,Transf,OTHER,MED
A1560822,2018-01-30,2018-02-14,Transf,OTHER,MED
A1560834,2018-01-30,2018-02-07,LiveC,STRAY,MED
A1560836,2018-01-30,2018-02-07,LiveC,STRAY,MED
A1560838,2018-01-30,2018-02-08,LiveC,STRAY,LRG
A1192405,2018-01-30,2018-01-31,LiveC,STRAY,SMALL
A1560860,2018-01-30,2018-02-10,LiveC,STRAY,_UNKNOWN_
A1368081,2018-01-30,2018-01-30,LiveC,STRAY,MED
A1560866,2018-01-30,2018-02-08,LiveC,STRAY,SMALL
A1560867,2018-01-30,2018-02-08,LiveC,STRAY,TOY
A1357085,2018-01-30,2018-01-31,LiveC,STRAY,SMALL
A1560897,2018-01-30,2018-02-07,LiveC,STRAY,SMALL
A1560898,2018-01-30,2018-01-31,LiveC,STRAY,LRG
A1560901,2018-01-30,2018-02-07,LiveC,STRAY,PUPPY
A1560960,2018-01-30,2018-02-08,LiveC,STRAY,LRG
A1560968,2018-01-30,2018-02-02,Transf,STRAY,SMALL
A1560915,2018-01-30,2018-01-31,LiveC,STRAY,LRG
A1516541,2018-01-30,2018-01-31,LiveC,STRAY,MED
A1495779,2018-01-31,2018-01-31,LiveC,STRAY,LRG
A1560898,2018-01-31,2018-02-05,NonL,OWNER,LRG
A1561011,2018-01-31,2018-02-10,LiveC,STRAY,LRG
A1561016,2018-01-31,2018-02-08,LiveC,STRAY,LRG
A1464939,2018-01-31,2018-02-01,LiveC,STRAY,MED
A1561072,2018-01-31,2018-02-01,LiveC,STRAY,LRG
A1561074,2018-01-31,2018-02-10,LiveC,STRAY,MED
A1561073,2018-01-31,2018-02-01,LiveC,STRAY,PUPPY
A1337369,2018-01-31,2018-03-07,LiveC,OTHER,_UNKNOWN_
A1503847,2018-01-31,2018-03-10,LiveC,STRAY,MED
A1561163,2018-02-01,2018-02-01,LiveC,STRAY,MED
A1561202,2018-02-01,2018-02-08,LiveC,STRAY,MED
A1561179,2018-02-01,2018-02-05,NonL,OWNER,LRG
A1561244,2018-02-01,2018-02-23,LiveC,OTHER,MED
A1561255,2018-02-01,2018-02-08,LiveC,OWNER,LRG
A1561276,2018-02-01,2018-02-07,LiveC,STRAY,SMALL
A1559511,2018-02-02,2018-02-04,LiveC,OTHER,LRG
A1561315,2018-02-02,2018-02-02,LiveC,STRAY,LRG
A1561318,2018-02-02,2018-02-07,LiveC,STRAY,SMALL
A1561319,2018-02-02,2018-02-10,LiveC,STRAY,MED
A1559880,2018-02-02,2018-02-02,LiveC,OTHER,PUPPY
A1561325,2018-02-02,2018-02-03,LiveC,OWNER,LRG
A1561333,2018-02-02,2018-02-06,LiveC,STRAY,SMALL
A1561361,2018-02-02,2018-02-08,LiveC,STRAY,SMALL
A1559517,2018-02-02,2018-02-08,Transf,OWNER,LRG
A1561366,2018-02-02,2018-02-23,LiveC,OTHER,MED
A1003148,2018-02-02,2018-02-23,LiveC,OTHER,TOY
A1561384,2018-02-02,2018-02-10,LiveC,STRAY,SMALL
A1561386,2018-02-02,2018-02-07,LiveC,OTHER,PUPPY
A1561401,2018-02-02,2018-02-05,LiveC,OTHER,SMALL
A1547374,2018-02-03,2018-02-09,LiveC,STRAY,LRG
A1249883,2018-02-03,2018-02-04,LiveC,STRAY,SMALL
A1506048,2018-02-03,2018-02-07,LiveC,STRAY,LRG
A1561416,2018-02-02,2018-02-09,LiveC,OWNER,LRG
A1545265,2018-02-03,2018-05-03,Transf,OTHER,LRG
A1561438,2018-02-03,2018-02-08,Transf,STRAY,SMALL
A1561464,2018-02-03,2018-02-08,LiveC,STRAY,MED
A0849898,2018-02-03,2018-09-08,LiveC,OWNER,LRG
A1561503,2018-02-03,2018-02-26,Transf,STRAY,SMALL
A1178102,2018-02-03,2018-03-25,LiveC,OTHER,LRG
A1561522,2018-02-03,2018-02-03,LiveC,STRAY,SMALL
A1504150,2018-02-03,2018-02-04,LiveC,STRAY,SMALL
A1561538,2018-02-03,2018-02-03,NonL,STRAY,MED
A1561539,2018-02-03,2018-02-04,Transf,STRAY,SMALL
A1528110,2018-02-03,2018-02-10,LiveC,OTHER,LRG
A1561563,2018-02-04,2018-02-14,LiveC,STRAY,LRG
A1561569,2018-02-04,2018-02-11,LiveC,STRAY,SMALL
A1561585,2018-02-04,2018-02-08,Transf,STRAY,SMALL
A1561602,2018-02-04,2018-02-04,LiveC,STRAY,LRG
A1548999,2018-02-04,2018-02-04,LiveC,OTHER,PUPPY
A1561615,2018-02-04,2018-02-09,LiveC,STRAY,MED
A1561631,2018-02-04,2018-02-11,LiveC,STRAY,LRG
A1561633,2018-02-04,2018-02-09,LiveC,STRAY,SMALL
A1561636,2018-02-04,2018-02-05,LiveC,STRAY,LRG
A1561638,2018-02-04,2018-02-09,LiveC,STRAY,MED
A1561670,2018-02-05,2018-02-05,Transf,STRAY,PUPPY
A1561673,2018-02-05,2018-02-17,LiveC,STRAY,MED
A1559207,2018-02-05,2018-06-03,LiveC,OWNER,LRG
A1561681,2018-02-05,2018-02-05,NonL,STRAY,SMALL
A1561685,2018-02-05,2018-02-10,LiveC,STRAY,LRG
A1561699,2018-02-05,2018-02-17,LiveC,STRAY,SMALL
A1561701,2018-02-05,2018-02-17,LiveC,STRAY,SMALL
A1561743,2018-02-05,2018-02-06,LiveC,STRAY,LRG
A1561745,2018-02-05,2018-02-10,LiveC,STRAY,SMALL
A1561747,2018-02-05,2018-02-05,LiveC,STRAY,SMALL
A1561749,2018-02-05,2018-02-17,LiveC,STRAY,MED
A1561757,2018-02-05,2018-02-10,LiveC,STRAY,LRG
A1259979,2018-02-05,2018-02-07,LiveC,STRAY,TOY
A1510551,2018-02-05,2018-02-08,LiveC,STRAY,LRG
A1548999,2018-02-06,2018-03-27,LiveC,OTHER,PUPPY
A1561892,2018-02-06,2018-02-14,LiveC,STRAY,MED
A1561896,2018-02-06,2018-02-10,LiveC,OWNER,SMALL
A1561917,2018-02-06,2018-02-15,LiveC,STRAY,LRG
A1371733,2018-02-06,2018-02-09,LiveC,OWNER,MED
A1561922,2018-02-06,2018-02-11,Transf,STRAY,SMALL
A1561941,2018-02-06,2018-03-10,Transf,STRAY,LRG
A1561944,2018-02-06,2018-02-15,LiveC,OWNER,LRG
A1561993,2018-02-06,2018-02-14,LiveC,STRAY,MED
A0805466,2018-02-06,2018-02-11,LiveC,STRAY,TOY
A1442103,2018-02-06,2018-02-10,LiveC,STRAY,MED
A1562041,2018-02-07,2018-02-14,LiveC,STRAY,SMALL
A1562053,2018-02-07,2018-02-07,LiveC,STRAY,LRG
A1562060,2018-02-07,2018-02-11,LiveC,STRAY,SMALL
A1562063,2018-02-07,2018-02-25,LiveC,STRAY,LRG
A1562080,2018-02-07,2018-02-14,LiveC,STRAY,SMALL
A1484725,2018-02-07,2018-02-07,LiveC,STRAY,_UNKNOWN_
A1562143,2018-02-07,2018-03-07,LiveC,STRAY,MED
A1562144,2018-02-07,2018-02-17,LiveC,STRAY,MED
A1562145,2018-02-07,2018-02-11,LiveC,STRAY,MED
A1562186,2018-02-08,2018-02-15,LiveC,STRAY,MED
A1351590,2018-02-08,2018-02-14,LiveC,STRAY,SMALL
A0998702,2018-02-08,2018-02-09,LiveC,STRAY,SMALL
A1194825,2018-02-08,2018-02-09,LiveC,STRAY,MED
A1562198,2018-02-08,2018-02-14,LiveC,STRAY,LRG
A1562199,2018-02-08,2018-02-14,LiveC,STRAY,LRG
A1562201,2018-02-08,2018-02-15,LiveC,STRAY,SMALL
A1562203,2018-02-08,2018-02-14,LiveC,STRAY,SMALL
A1562204,2018-02-08,2018-03-06,LiveC,OWNER,LRG
A1280516,2018-02-08,2018-02-19,LiveC,OTHER,LRG
A1562215,2018-02-08,2018-02-10,LiveC,OWNER,SMALL
A1533134,2018-02-08,2018-02-09,LiveC,STRAY,LRG
A1562221,2018-02-08,2018-02-15,LiveC,STRAY,MED
A1562252,2018-02-08,2018-02-10,LiveC,STRAY,SMALL
A1506897,2018-02-08,2018-02-11,LiveC,STRAY,LRG
A1540786,2018-02-08,2018-02-11,LiveC,STRAY,MED
A1561016,2018-02-09,2018-02-10,LiveC,OTHER,LRG
A1428550,2018-02-09,2018-02-17,LiveC,OWNER,LRG
A1562331,2018-02-09,2018-02-20,Transf,STRAY,SMALL
A1562335,2018-02-09,2018-02-26,LiveC,OTHER,MED
A1562345,2018-02-09,2018-02-10,LiveC,STRAY,LRG
A1218838,2018-02-09,2018-02-10,LiveC,STRAY,SMALL
A1016311,2018-02-09,2018-02-11,LiveC,OTHER,MED
A1562428,2018-02-09,2018-02-11,LiveC,OTHER,MED
A1507311,2018-02-09,2018-02-18,LiveC,OTHER,MED
A1562440,2018-02-09,2018-02-27,LiveC,STRAY,LRG
A1562441,2018-02-09,2018-02-10,LiveC,STRAY,MED
A1562442,2018-02-09,2018-02-10,LiveC,STRAY,LRG
A1562459,2018-02-10,2018-02-15,LiveC,OTHER,LRG
A1371733,2018-02-10,2018-03-02,Transf,OTHER,MED
A1562494,2018-02-10,2018-02-15,LiveC,STRAY,XL
A1560046,2018-02-10,2018-02-15,LiveC,OTHER,LRG
A1562534,2018-02-10,2018-03-08,LiveC,STRAY,SMALL
A1562536,2018-02-10,2018-02-11,LiveC,STRAY,SMALL
A1157186,2018-02-10,2018-02-17,LiveC,OWNER,XL
A1562556,2018-02-10,2018-02-11,LiveC,STRAY,PUPPY
A1561638,2018-02-10,2018-02-26,LiveC,OTHER,MED
A1562570,2018-02-10,2018-02-16,LiveC,STRAY,SMALL
A1562592,2018-02-10,2018-02-15,Transf,STRAY,SMALL
A1559248,2018-02-10,2018-03-15,Transf,OTHER,XL
A1562624,2018-02-10,2018-02-14,LiveC,STRAY,SMALL
A1416766,2018-02-10,2018-02-22,LiveC,STRAY,SMALL
A1416765,2018-02-10,2018-02-21,LiveC,STRAY,SMALL
A1557434,2018-02-10,2018-02-15,LiveC,STRAY,MED
A1562655,2018-02-11,2018-02-17,LiveC,STRAY,LRG
A1562666,2018-02-11,2018-03-11,LiveC,OTHER,PUPPY
A1562669,2018-02-11,2018-02-20,LiveC,OTHER,LRG
A1562679,2018-02-11,2018-02-12,LiveC,STRAY,LRG
A1561016,2018-02-11,2018-02-13,LiveC,OTHER,LRG
A1562678,2018-02-11,2019-07-06,LiveC,OWNER,LRG
A1562698,2018-02-11,2018-03-11,LiveC,OTHER,PUPPY
A1557107,2018-02-11,2018-02-21,LiveC,OTHER,LRG
A1562709,2018-02-11,2018-02-13,LiveC,STRAY,LRG
A1562713,2018-02-11,2018-02-16,LiveC,OWNER,LRG
A1562730,2018-02-11,2018-02-21,Transf,STRAY,SMALL
A1562731,2018-02-11,2018-02-21,LiveC,STRAY,SMALL
A1562737,2018-02-11,2018-02-13,LiveC,STRAY,LRG
A1562738,2018-02-11,2018-02-13,LiveC,STRAY,TOY
A1562749,2018-02-12,2018-02-17,LiveC,STRAY,SMALL
A1562773,2018-02-12,2018-02-14,LiveC,OTHER,SMALL
A1562775,2018-02-12,2018-02-13,LiveC,STRAY,SMALL
A1562793,2018-02-12,2018-02-17,LiveC,STRAY,MED
A1347461,2018-02-12,2018-02-17,LiveC,STRAY,MED
A1457141,2018-02-12,2018-02-13,LiveC,STRAY,MED
A1562828,2018-02-13,2018-02-17,Transf,STRAY,LRG
A1562829,2018-02-13,2018-02-13,LiveC,STRAY,SMALL
A1562866,2018-02-13,2018-02-27,LiveC,OTHER,LRG
A1562875,2018-02-13,2018-02-13,LiveC,STRAY,SMALL
A1562882,2018-02-13,2018-02-23,LiveC,STRAY,MED
A1562909,2018-02-13,2018-02-25,LiveC,STRAY,SMALL
A1562919,2018-02-13,2018-02-15,LiveC,OWNER,LRG
A1543924,2018-02-13,2018-02-23,LiveC,STRAY,MED
A1562945,2018-02-13,2018-02-16,LiveC,OWNER,LRG
A1540209,2018-02-13,2018-02-17,LiveC,OWNER,LRG
A1557153,2018-02-13,2018-02-14,LiveC,STRAY,LRG
A1562975,2018-02-13,2018-02-21,LiveC,STRAY,MED
A1562977,2018-02-13,2018-03-25,LiveC,OTHER,LRG
A0954924,2018-02-13,2018-02-23,LiveC,OTHER,LRG
A1562991,2018-02-14,2018-02-26,NonL,STRAY,MED
A1557607,2018-02-14,2018-02-14,LiveC,OTHER,MED
A1512044,2018-02-14,2018-02-15,LiveC,STRAY,LRG
A1562080,2018-02-14,2018-02-16,LiveC,OWNER,SMALL
A1563042,2018-02-14,2018-02-24,LiveC,STRAY,SMALL
A1563048,2018-02-14,2018-02-21,LiveC,STRAY,MED
A1563051,2018-02-14,2018-02-15,LiveC,STRAY,SMALL
A1560860,2018-02-14,2018-02-21,LiveC,OTHER,_UNKNOWN_
A1344823,2018-02-14,2018-02-21,LiveC,OWNER,MED
A1563065,2018-02-14,2018-02-15,LiveC,STRAY,MED
A1534110,2018-02-14,2018-02-16,LiveC,OWNER,LRG
A1563106,2018-02-14,2018-03-07,LiveC,STRAY,SMALL
A0919574,2018-02-14,2018-06-09,Transf,OTHER,LRG
A1487390,2018-02-14,2018-04-20,LiveC,OTHER,LRG
A1563091,2018-02-14,2018-02-21,LiveC,STRAY,MED
A1563143,2018-02-15,2018-03-02,LiveC,OTHER,MED
A1532929,2018-02-15,2018-02-15,LiveC,STRAY,LRG
A1301580,2018-02-15,2018-02-28,LiveC,STRAY,LRG
A1404659,2018-02-15,2018-02-17,LiveC,STRAY,LRG
A1563160,2018-02-15,2018-02-21,LiveC,STRAY,SMALL
A1563167,2018-02-15,2018-02-17,LiveC,STRAY,SMALL
A1562198,2018-02-15,2018-02-21,LiveC,OTHER,LRG
A1563172,2018-02-15,2018-02-15,LiveC,STRAY,LRG
A1557434,2018-02-15,2018-02-17,LiveC,OWNER,MED
A1427684,2018-02-15,2018-02-21,LiveC,OWNER,SMALL
A1512044,2018-02-14,2018-02-25,LiveC,OWNER,LRG
A1563196,2018-02-15,2018-02-25,LiveC,OWNER,SMALL
A1563193,2018-02-15,2018-03-01,LiveC,OTHER,LRG
A1563194,2018-02-15,2018-02-22,LiveC,STRAY,MED
A1563200,2018-02-15,2018-02-23,Transf,STRAY,MED
A1242203,2018-02-16,2018-02-16,LiveC,STRAY,MED
A1520734,2018-02-16,2018-02-24,LiveC,OTHER,LRG
A1563236,2018-02-16,2018-02-18,LiveC,OWNER,LRG
A1558165,2018-02-16,2018-02-18,LiveC,OTHER,LRG
A1375328,2018-02-16,2018-02-26,Transf,OWNER,SMALL
A1539930,2018-02-16,2018-02-17,LiveC,STRAY,MED
A1563287,2018-02-16,2018-02-26,LiveC,STRAY,MED
A1563302,2018-02-16,2018-02-21,LiveC,STRAY,PUPPY
A1563307,2018-02-16,2018-02-24,LiveC,STRAY,LRG
A1563308,2018-02-16,2018-02-18,LiveC,OWNER,SMALL
A1321827,2018-02-16,2018-02-17,LiveC,STRAY,_UNKNOWN_
A1413005,2018-02-16,2018-02-17,LiveC,STRAY,SMALL
A1563376,2018-02-16,2018-02-23,LiveC,STRAY,MED
A1563377,2018-02-16,2018-02-24,LiveC,STRAY,SMALL
A1274227,2018-02-17,2018-02-17,LiveC,STRAY,SMALL
A1563418,2018-02-17,2018-02-20,LiveC,OWNER,MED
A1563419,2018-02-17,2018-02-24,Transf,STRAY,SMALL
A1563434,2018-02-17,2018-02-23,LiveC,STRAY,PUPPY
A1563435,2018-02-17,2018-02-21,LiveC,STRAY,MED
A1563439,2018-02-17,2018-02-24,LiveC,STRAY,LRG
A1563446,2018-02-17,2018-02-17,LiveC,STRAY,SMALL
A1563462,2018-02-17,2018-02-24,LiveC,STRAY,PUPPY
A1563468,2018-02-17,2018-02-24,LiveC,STRAY,SMALL
A1563469,2018-02-17,2018-02-23,LiveC,STRAY,SMALL
A1563470,2018-02-17,2018-02-23,LiveC,STRAY,SMALL
A1553335,2018-02-17,2018-03-02,LiveC,STRAY,SMALL
A1563472,2018-02-17,2018-07-20,LiveC,OTHER,LRG
A1563477,2018-02-17,2018-03-17,Transf,STRAY,LRG
A1563480,2018-02-17,2018-02-22,LiveC,STRAY,MED
A1237486,2018-02-17,2018-03-02,LiveC,OWNER,LRG
A0797148,2018-02-17,2018-02-18,LiveC,STRAY,SMALL
A1563540,2018-02-17,2018-02-24,LiveC,STRAY,MED
A1563542,2018-02-17,2018-02-18,LiveC,STRAY,LRG
A1446223,2018-02-17,2018-02-18,LiveC,STRAY,LRG
A1563562,2018-02-18,2018-02-21,LiveC,OWNER,LRG
A1563563,2018-02-18,2018-02-24,LiveC,STRAY,LRG
A1563564,2018-02-18,2018-02-25,LiveC,STRAY,SMALL
A1563566,2018-02-18,2018-02-20,Transf,STRAY,PUPPY
A1537693,2018-02-18,2018-02-18,LiveC,OTHER,LRG
A1563569,2018-02-18,2018-03-07,LiveC,OWNER,MED
A1563586,2018-02-18,2018-02-24,LiveC,STRAY,LRG
A1563589,2018-02-18,2018-02-20,LiveC,STRAY,MED
A1175756,2018-02-18,2018-02-21,LiveC,STRAY,LRG
A0876470,2018-02-19,2018-02-20,LiveC,STRAY,TOY
A1456054,2018-02-19,2018-02-20,LiveC,STRAY,TOY
A1563646,2018-02-19,2018-02-24,LiveC,STRAY,SMALL
A1563647,2018-02-19,2018-02-20,LiveC,STRAY,MED
A1563648,2018-02-19,2018-02-20,LiveC,OTHER,SMALL
A1378168,2018-02-19,2018-02-20,LiveC,STRAY,LRG
A1563649,2018-02-19,2018-02-26,Transf,STRAY,MED
A1093967,2018-02-19,2018-02-21,LiveC,STRAY,MED
A1540446,2018-02-19,2018-02-22,LiveC,OTHER,_UNKNOWN_
A1449611,2018-02-19,2018-02-22,LiveC,OTHER,_UNKNOWN_
A1160581,2018-02-20,2018-02-20,LiveC,STRAY,SMALL
A1563691,2018-02-20,2018-02-20,LiveC,STRAY,SMALL
A1563692,2018-02-20,2018-02-24,LiveC,STRAY,MED
A1406078,2018-02-20,2018-02-21,LiveC,STRAY,MED
A1563706,2018-02-20,2018-02-20,LiveC,STRAY,SMALL
A1557781,2018-02-20,2018-02-20,LiveC,OTHER,LRG
A1374360,2018-02-20,2018-02-20,LiveC,OTHER,MED
A1563712,2018-02-20,2018-02-26,Transf,STRAY,SMALL
A1563715,2018-02-20,2018-02-24,LiveC,STRAY,MED
A1563724,2018-02-20,2018-02-21,LiveC,STRAY,MED
A1563725,2018-02-20,2018-02-21,LiveC,STRAY,SMALL
A1110702,2018-02-20,2018-02-21,LiveC,STRAY,MED
A1110705,2018-02-20,2018-02-21,LiveC,STRAY,MED
A1563731,2018-02-20,2018-02-24,LiveC,STRAY,SMALL
A1563732,2018-02-20,2018-02-24,LiveC,STRAY,MED
A1412979,2018-02-20,2018-02-21,LiveC,STRAY,LRG
A0904057,2018-02-20,2018-02-21,LiveC,STRAY,LRG
A0904058,2018-02-20,2018-02-21,LiveC,STRAY,LRG
A1553455,2018-02-20,2018-03-01,LiveC,OTHER,LRG
A1448172,2018-02-20,2018-02-21,LiveC,STRAY,SMALL
A1394260,2018-02-20,2018-02-21,LiveC,STRAY,SMALL
A1563775,2018-02-20,2018-02-21,LiveC,STRAY,LRG
A1563802,2018-02-21,2018-02-23,LiveC,OWNER,MED
A1548780,2018-02-21,2018-02-23,LiveC,STRAY,LRG
A1563808,2018-02-21,2018-02-21,NonL,STRAY,SMALL
A1563816,2018-02-21,2018-02-23,LiveC,OWNER,PUPPY
A1563820,2018-02-21,2018-02-28,LiveC,STRAY,PUPPY
A1563825,2018-02-21,2018-02-22,LiveC,OTHER,LRG
A1563835,2018-02-21,2018-02-28,LiveC,STRAY,LRG
A1563836,2018-02-21,2018-02-22,LiveC,STRAY,LRG
A1563839,2018-02-21,2018-02-22,LiveC,STRAY,LRG
A1208884,2018-02-21,2018-02-23,LiveC,STRAY,XL
A1563849,2018-02-21,2018-03-04,LiveC,STRAY,LRG
A1563850,2018-02-21,2018-02-28,LiveC,STRAY,LRG
A1562494,2018-02-21,2018-06-28,Transf,OTHER,XL
A1560836,2018-02-21,2018-02-24,LiveC,OTHER,MED
A1563859,2018-02-21,2018-03-02,LiveC,STRAY,SMALL
A1563883,2018-02-21,2018-02-22,LiveC,STRAY,SMALL
A1563918,2018-02-21,2018-03-11,LiveC,STRAY,LRG
A1563921,2018-02-21,2018-03-07,LiveC,STRAY,SMALL
A1563927,2018-02-21,2018-03-01,LiveC,OTHER,_UNKNOWN_
A0867445,2018-02-22,2018-02-22,LiveC,STRAY,MED
A1111689,2018-02-22,2018-02-22,LiveC,STRAY,MED
A1563977,2018-02-22,2018-02-26,LiveC,STRAY,MED
A1563979,2018-02-22,2018-02-27,LiveC,STRAY,MED
A1563983,2018-02-22,2018-02-28,LiveC,STRAY,MED
A1425947,2018-02-22,2018-02-26,LiveC,OWNER,LRG
A1564000,2018-02-22,2018-02-23,LiveC,STRAY,SMALL
A1564002,2018-02-22,2018-03-03,LiveC,STRAY,LRG
A1564009,2018-02-22,2019-01-16,LiveC,STRAY,LRG
A1564011,2018-02-22,2018-03-03,LiveC,STRAY,SMALL
A1555550,2018-02-22,2018-03-25,LiveC,OTHER,PUPPY
A1449611,2018-02-22,2018-02-26,NonL,OWNER,_UNKNOWN_
A1540446,2018-02-22,2018-02-26,NonL,OWNER,_UNKNOWN_
A1282682,2018-02-22,2018-02-23,LiveC,STRAY,MED
A1356732,2018-02-22,2018-02-23,LiveC,STRAY,TOY
A1564053,2018-02-22,2018-03-07,LiveC,OTHER,LRG
A1564056,2018-02-22,2018-04-02,Transf,OWNER,MED
A1564058,2018-02-22,2018-02-24,LiveC,STRAY,MED
A1564060,2018-02-23,2018-02-23,LiveC,STRAY,MED
A1564099,2018-02-23,2018-02-28,LiveC,STRAY,SMALL
A1557316,2018-02-23,2018-02-23,Transf,OTHER,SMALL
A1543734,2018-02-23,2018-02-23,LiveC,STRAY,LRG
A1564142,2018-02-23,2018-11-07,Transf,OTHER,LRG
A1564148,2018-02-23,2018-02-23,LiveC,STRAY,SMALL
A1359077,2018-02-23,2018-02-23,LiveC,STRAY,LRG
A1564160,2018-02-23,2018-04-01,LiveC,STRAY,MED
A1549703,2018-02-23,2018-02-23,LiveC,STRAY,LRG
A1564170,2018-02-23,2018-02-25,LiveC,STRAY,MED
A1564184,2018-02-23,2018-10-05,LiveC,STRAY,LRG
A1564199,2018-02-23,2018-02-28,LiveC,STRAY,SMALL
A1222830,2018-02-23,2018-03-29,LiveC,STRAY,LRG
A1564220,2018-02-23,2018-02-28,LiveC,STRAY,MED
A0954924,2018-02-23,2018-04-01,LiveC,OWNER,LRG
A1564230,2018-02-23,2018-02-24,LiveC,STRAY,SMALL
A1564234,2018-02-23,2018-03-06,LiveC,STRAY,MED
A1564239,2018-02-24,2018-03-07,Transf,STRAY,SMALL
A1563469,2018-02-24,2018-02-24,LiveC,OTHER,SMALL
A1562945,2018-02-24,2018-02-28,LiveC,OTHER,LRG
A1564291,2018-02-24,2018-02-26,LiveC,STRAY,MED
A1344823,2018-02-24,2018-02-27,LiveC,OTHER,MED
